geneid	gene_symbol	uniprotid	dx	query
338811	TAFA2	Q8N3H0	GAD	DisOntol_14320
3440	IFNA2	P01563	GAD	DisOntol_14320
351	APP	P05067	GAD	DisOntol_14320
407040	MIR34A		GAD	DisOntol_14320
4137	MAPT	P10636	GAD	DisOntol_14320
4192	MDK	P21741	GAD	DisOntol_14320
4204	MECP2	P51608	GAD	DisOntol_14320
4282	MIF	P14174	GAD	DisOntol_14320
4852	NPY	P01303	GAD	DisOntol_14320
4886	NPY1R	P25929	GAD	DisOntol_14320
5020	OXT	P01178	GAD	DisOntol_14320
50944	SHANK1	Q9Y566	GAD	DisOntol_14320
5265	SERPINA1	P01009	GAD	DisOntol_14320
594857	NPS	P0C0P6	GAD	DisOntol_14320
6531	SLC6A3	Q01959	GAD	DisOntol_14320
7038	TG	P01266	GAD	DisOntol_14320
7349	UCN	P55089	GAD	DisOntol_14320
775	CACNA1C	Q13936	GAD	DisOntol_14320
8320	EOMES	O95936	GAD	DisOntol_14320
85458	DIXDC1	Q155Q3	GAD	DisOntol_14320
9607	CARTPT	Q16568	GAD	DisOntol_14320
9863	MAGI2	Q86UL8	GAD	DisOntol_14320
6334	SCN8A	Q9UQD0	NDD	DisOntol_1059
6513	SLC2A1	P11166	NDD	DisOntol_1059
80155	NAA15	Q9BXJ9	NDD	DisOntol_1059
11160	ERLIN2	O94905	NDD	DisOntol_1059
3340	NDST1	P52848	NDD	DisOntol_1059
55023	PHIP	Q8WWQ0	NDD	DisOntol_1059
23389	MED13L	Q71F56	NDD	DisOntol_1059
2593	GAMT	Q14353	NDD	DisOntol_1059
7528	YY1	P25490	NDD	DisOntol_1059
8242	KDM5C	P41229	NDD	DisOntol_1059
112476	PRRT2	Q7Z6L0	NDD	DisOntol_1059
55621	TRMT1	Q9NXH9	NDD	DisOntol_1059
131669	UROC1	Q96N76	NDD	DisOntol_1059
6309	SC5D	O75845	NDD	DisOntol_1059
10084	PQBP1	O60828	NDD	DisOntol_1059
4204	MECP2	P51608	NDD	DisOntol_1059
5080	PAX6	P26367	NDD	DisOntol_1059
627	BDNF	P23560	NDD	DisOntol_1059
6535	SLC6A8	P48029	NDD	DisOntol_1059
7054	TH	P07101	NDD	DisOntol_1059
84320	ACBD6	Q9BR61	NDD	DisOntol_1059
85358	SHANK3	Q9BYB0	NDD	DisOntol_1059
8831	SYNGAP1	Q96PV0	NDD	DisOntol_1059
57680	CHD8	Q9HCK8	NDD	DisOntol_1059
1778	DYNC1H1	Q14204	NDD	DisOntol_1059
10522	DEAF1	O75398	NDD	DisOntol_1059
139411	PTCHD1	Q96NR3	NDD	DisOntol_1059
23040	MYT1L	Q9UL68	NDD	DisOntol_1059
2475	MTOR	P42345	NDD	DisOntol_1059
2904	GRIN2B	Q13224	NDD	DisOntol_1059
51317	PHF21A	Q96BD5	NDD	DisOntol_1059
10664	CTCF	P49711	NDD	DisOntol_1059
116442	RAB39B	Q96DA2	NDD	DisOntol_1059
1654	DDX3X	O00571	NDD	DisOntol_1059
4212	MEIS2	O14770	NDD	DisOntol_1059
51114	ZDHHC9	Q9Y397	NDD	DisOntol_1059
1717	DHCR7	Q9UBM7	NDD	DisOntol_1059
23126	POGZ	Q7Z3K3	NDD	DisOntol_1059
284058	KANSL1	Q7Z3B3	NDD	DisOntol_1059
3097	HIVEP2	P31629	NDD	DisOntol_1059
5728	PTEN	P60484	NDD	DisOntol_1059
5879	RAC1	P63000	NDD	DisOntol_1059
3192	HNRNPU	Q00839	NDD	DisOntol_1059
55690	PACS1	Q6VY07	NDD	DisOntol_1059
64324	NSD1	Q96L73	NDD	DisOntol_1059
6872	TAF1	P21675	NDD	DisOntol_1059
79882	ZC3H14	Q6PJT7	NDD	DisOntol_1059
1968	EIF2S3	P41091	NDD	DisOntol_1059
2902	GRIN1	Q05586	NDD	DisOntol_1059
4763	NF1	P21359	NDD	DisOntol_1059
51132	RLIM	Q9NVW2	NDD	DisOntol_1059
51256	TBC1D7	Q9P0N9	NDD	DisOntol_1059
54499	TMCO1	Q9UM00	NDD	DisOntol_1059
54517	PUS7	Q96PZ0	NDD	DisOntol_1059
54888	NSUN2	Q08J23	NDD	DisOntol_1059
6487	ST3GAL3	Q11203	NDD	DisOntol_1059
760	CA2	P00918	NDD	DisOntol_1059
80185	TTI2	Q6NXR4	NDD	DisOntol_1059
815	CAMK2A	Q9UQM7	NDD	DisOntol_1059
9439	MED23	Q9ULK4	NDD	DisOntol_1059
9759	HDAC4	P56524	NDD	DisOntol_1059
998	CDC42	P60953	NDD	DisOntol_1059
10743	RAI1	Q7Z5J4	NDD	DisOntol_1059
113246	C12orf57	Q99622	NDD	DisOntol_1059
1788	DNMT3A	Q9Y6K1	NDD	DisOntol_1059
224	ALDH3A2	P51648	NDD	DisOntol_1059
283489	CHAMP1	Q96JM3	NDD	DisOntol_1059
29072	SETD2	Q9BYW2	NDD	DisOntol_1059
53335	BCL11A	Q9H165	NDD	DisOntol_1059
5373	PMM2	O15305	NDD	DisOntol_1059
55180	LINS1	Q8NG48	NDD	DisOntol_1059
56479	KCNQ5	Q9NR82	NDD	DisOntol_1059
5831	PYCR1	P32322	NDD	DisOntol_1059
6095	RORA	P35398	NDD	DisOntol_1059
6323	SCN1A	P35498	NDD	DisOntol_1059
6328	SCN3A	Q9NY46	NDD	DisOntol_1059
64220	STRA6	Q9BX79	NDD	DisOntol_1059
6873	TAF2	Q6P1X5	NDD	DisOntol_1059
7204	TRIO	O75962	NDD	DisOntol_1059
81887	LAS1L	Q9Y4W2	NDD	DisOntol_1059
84706	GPT2	Q8TD30	NDD	DisOntol_1059
10295	BCKDK	O14874	NDD	DisOntol_1059
11011	TLK2	Q86UE8	NDD	DisOntol_1059
124512	METTL23	Q86XA0	NDD	DisOntol_1059
147372	CCBE1	Q6UXH8	NDD	DisOntol_1059
158	ADSL	P30566	NDD	DisOntol_1059
1630	DCC	P43146	NDD	DisOntol_1059
2263	FGFR2	P21802	NDD	DisOntol_1059
2290	FOXG1	P55316	NDD	DisOntol_1059
23152	CIC	Q96RK0	NDD	DisOntol_1059
23241	PACS2	Q86VP3	NDD	DisOntol_1059
23316	CUX2	O14529	NDD	DisOntol_1059
24137	KIF4A	O95239	NDD	DisOntol_1059
2561	GABRB2	P47870	NDD	DisOntol_1059
25942	SIN3A	Q96ST3	NDD	DisOntol_1059
26040	SETBP1	Q9Y6X0	NDD	DisOntol_1059
26278	SACS	Q9NZJ4	NDD	DisOntol_1059
2778	GNAS	O95467;P63092;P84996;Q5JWF2	NDD	DisOntol_1059
284403	WDR62	O43379	NDD	DisOntol_1059
3190	HNRNPK	P61978	NDD	DisOntol_1059
374654	KIF7	Q2M1P5	NDD	DisOntol_1059
4036	LRP2	P98164	NDD	DisOntol_1059
427	ASAH1	Q13510	NDD	DisOntol_1059
4669	NAGLU	P54802	NDD	DisOntol_1059
4774	NFIA	Q12857	NDD	DisOntol_1059
49855	SCAPER	Q9BY12	NDD	DisOntol_1059
51412	ACTL6B	O94805	NDD	DisOntol_1059
51761	ATP8A2	Q9NTI2	NDD	DisOntol_1059
54806	AHI1	Q8N157	NDD	DisOntol_1059
55250	ELP2	Q6IA86	NDD	DisOntol_1059
5528	PPP2R5D	Q14738	NDD	DisOntol_1059
55870	ASH1L	Q9NR48	NDD	DisOntol_1059
58508	KMT2C	Q8NEZ4	NDD	DisOntol_1059
6418	SET	Q01105	NDD	DisOntol_1059
6509	SLC1A4	P43007	NDD	DisOntol_1059
6601	SMARCC2	Q8TAQ2	NDD	DisOntol_1059
6898	TAT	P17735	NDD	DisOntol_1059
7532	YWHAG	P61981	NDD	DisOntol_1059
767	CA8	P35219	NDD	DisOntol_1059
79876	UBA5	Q9GZZ9	NDD	DisOntol_1059
80210	ARMC9	Q7Z3E5	NDD	DisOntol_1059
80232	WDR26	Q9H7D7	NDD	DisOntol_1059
816	CAMK2B	Q13554	NDD	DisOntol_1059
84947	SERAC1	Q96JX3	NDD	DisOntol_1059
9758	FRMPD4	Q14CM0	NDD	DisOntol_1059
9841	ZBTB24	O43167	NDD	DisOntol_1059
100131801	PET100	P0DJ07	NDD	DisOntol_1059
10087	CERT1	Q9Y5P4	NDD	DisOntol_1059
10157	AASS	Q9UDR5	NDD	DisOntol_1059
10274	STAG1	Q8WVM7	NDD	DisOntol_1059
10297	APC2	O95996	NDD	DisOntol_1059
10806	SDCCAG8	Q86SQ7	NDD	DisOntol_1059
116461	TSEN15	Q8WW01	NDD	DisOntol_1059
1476	CSTB	P04080	NDD	DisOntol_1059
151	ADRA2B	P18089	NDD	DisOntol_1059
200894	ARL13B	Q3SXY8	NDD	DisOntol_1059
201595	STT3B	Q8TCJ2	NDD	DisOntol_1059
2036	EPB41L1	Q9H4G0	NDD	DisOntol_1059
2186	BPTF	Q12830	NDD	DisOntol_1059
22978	NT5C2	P49902	NDD	DisOntol_1059
23221	RHOBTB2	Q9BYZ6	NDD	DisOntol_1059
2332	FMR1	Q06787	NDD	DisOntol_1059
23345	SYNE1	Q8NF91	NDD	DisOntol_1059
23384	SPECC1L	Q69YQ0	NDD	DisOntol_1059
2348	FOLR1	P15328	NDD	DisOntol_1059
23512	SUZ12	Q15022	NDD	DisOntol_1059
23636	NUP62	P37198	NDD	DisOntol_1059
2517	FUCA1	P04066	NDD	DisOntol_1059
2530	FUT8	Q9BYC5	NDD	DisOntol_1059
2582	GALE	Q14376	NDD	DisOntol_1059
2592	GALT	P07902	NDD	DisOntol_1059
26128	KIFBP	Q96EK5	NDD	DisOntol_1059
2782	GNB1	P62873	NDD	DisOntol_1059
28514	DLL1	O00548	NDD	DisOntol_1059
2906	GRIN2D	O15399	NDD	DisOntol_1059
2972	BRF1	Q92994	NDD	DisOntol_1059
3149	HMGB3	O15347	NDD	DisOntol_1059
3703	STT3A	P46977	NDD	DisOntol_1059
3737	KCNA2	P16389	NDD	DisOntol_1059
389856	USP27X	A6NNY8	NDD	DisOntol_1059
407975	MIR17HG	Q75NE6	NDD	DisOntol_1059
429	ASCL1	P50553	NDD	DisOntol_1059
445	ASS1	P00966	NDD	DisOntol_1059
50484	RRM2B	Q7LG56	NDD	DisOntol_1059
51227	PIGP	P57054	NDD	DisOntol_1059
5190	PEX6	Q13608	NDD	DisOntol_1059
5238	PGM3	O95394	NDD	DisOntol_1059
54676	GTPBP2	Q9BX10	NDD	DisOntol_1059
54681	P4HTM	Q9NXG6	NDD	DisOntol_1059
54941	RNF125	Q96EQ8	NDD	DisOntol_1059
55131	RBM28	Q9NW13	NDD	DisOntol_1059
5518	PPP2R1A	P30153	NDD	DisOntol_1059
55212	BBS7	Q8IWZ6	NDD	DisOntol_1059
55644	OSGEP	Q9NPF4	NDD	DisOntol_1059
56623	INPP5E	Q9NRR6	NDD	DisOntol_1059
5805	PTS	Q03393	NDD	DisOntol_1059
5813	PURA	Q00577	NDD	DisOntol_1059
5917	RARS1	P54136	NDD	DisOntol_1059
5977	DPF2	Q92785	NDD	DisOntol_1059
64919	BCL11B	Q9C0K0	NDD	DisOntol_1059
6506	SLC1A2	P43004	NDD	DisOntol_1059
6659	SOX4	Q06945	NDD	DisOntol_1059
6697	SPR	P35270	NDD	DisOntol_1059
672	BRCA1	P38398	NDD	DisOntol_1059
6834	SURF1	Q15526	NDD	DisOntol_1059
6878	TAF6	P49848	NDD	DisOntol_1059
6904	TBCD	Q9BTW9	NDD	DisOntol_1059
6948	TCN2	P20062	NDD	DisOntol_1059
7443	VRK1	Q99986	NDD	DisOntol_1059
7507	XPA	P23025	NDD	DisOntol_1059
7703	PCGF2	P35227	NDD	DisOntol_1059
774	CACNA1B	Q00975	NDD	DisOntol_1059
7915	ALDH5A1	P51649	NDD	DisOntol_1059
79600	TCTN1	Q2MV58	NDD	DisOntol_1059
79644	SRD5A3	Q9H8P0	NDD	DisOntol_1059
80311	KLHL15	Q96M94	NDD	DisOntol_1059
80324	PUS1	Q9Y606	NDD	DisOntol_1059
8050	PDHX	O00330	NDD	DisOntol_1059
81603	TRIM8	Q9BZR9	NDD	DisOntol_1059
84668	FAM126A	Q9BYI3	NDD	DisOntol_1059
8558	CDK10	Q15131	NDD	DisOntol_1059
8575	PRKRA	O75569	NDD	DisOntol_1059
8659	ALDH4A1	P30038	NDD	DisOntol_1059
8913	CACNA1G	O43497	NDD	DisOntol_1059
9215	LARGE1	O95461	NDD	DisOntol_1059
9378	NRXN1	P58400;Q9ULB1	NDD	DisOntol_1059
953	ENTPD1	P49961	NDD	DisOntol_1059
9698	PUM1	Q14671	NDD	DisOntol_1059
22941	SHANK2	Q9UPX8	NDD	DisOntol_1059
9901	SRGAP3	O43295	NDD	DisOntol_1059
4204	MECP2	P51608	NDD	DisOntol_1059
4208	MEF2C	Q06413	NDD	DisOntol_1059
254065	BRWD3	Q6RI45	NDD	DisOntol_1059
51322	WAC	Q9BTA9	NDD	DisOntol_1059
4763	NF1	P21359	NDD	DisOntol_1059
10771	ZMYND11	Q15326	NDD	DisOntol_1059
57477	SHROOM4	Q9ULL8	NDD	DisOntol_1059
8936	WASF1	Q92558	NDD	DisOntol_1059
10735	STAG2	Q8N3U4	NDD	DisOntol_1059
22827	PUF60	Q9UHX1	NDD	DisOntol_1059
27315	PGAP2	Q9UHJ9	NDD	DisOntol_1059
3899	AFF3	P51826	NDD	DisOntol_1059
4131	MAP1B	P46821	NDD	DisOntol_1059
51574	LARP7	Q4G0J3	NDD	DisOntol_1059
57231	SNX14	Q9Y5W7	NDD	DisOntol_1059
6942	TCF20	Q9UGU0	NDD	DisOntol_1059
4137	MAPT	P10636	NDD	DisOntol_1059
10752	CHL1	O00533	NDD	DisOntol_1059
11253	MAN1B1	Q9UKM7	NDD	DisOntol_1059
116931	MED12L	Q86YW9	NDD	DisOntol_1059
1742	DLG4	P78352	NDD	DisOntol_1059
2891	GRIA2	P42262	NDD	DisOntol_1059
391356	PTRHD1	Q6GMV3	NDD	DisOntol_1059
3954	LETM1	O95202	NDD	DisOntol_1059
4047	LSS	P48449	NDD	DisOntol_1059
55998	NXF5	Q9H1B4	NDD	DisOntol_1059
57178	ZMIZ1	Q9ULJ6	NDD	DisOntol_1059
57479	PRR12	Q9ULL5	NDD	DisOntol_1059
7468	NSD2	O96028	NDD	DisOntol_1059
83480	PUS3	Q9BZE2	NDD	DisOntol_1059
8364	H4C3	P62805	NDD	DisOntol_1059
8366	H4C2	P62805	NDD	DisOntol_1059
8869	ST3GAL5	Q9UNP4	NDD	DisOntol_1059
2890	GRIA1	P42261	NDD	DisOntol_1059
5663	PSEN1	P49768	NDD	DisOntol_1059
1000	CDH2	P19022	NDD	DisOntol_1059
10256	CNKSR1	Q969H4	NDD	DisOntol_1059
10531	PITRM1	Q5JRX3	NDD	DisOntol_1059
10785	WDR4	P57081	NDD	DisOntol_1059
1107	CHD3	Q12873	NDD	DisOntol_1059
11132	CAPN10	Q9HC96	NDD	DisOntol_1059
11198	SUPT16H	Q9Y5B9	NDD	DisOntol_1059
11279	KLF8	O95600	NDD	DisOntol_1059
120534	ARL14EP	Q8N8R7	NDD	DisOntol_1059
1656	DDX6	P26196	NDD	DisOntol_1059
1781	DYNC1I2	Q13409	NDD	DisOntol_1059
192683	SCAMP5	Q8TAC9	NDD	DisOntol_1059
1933	EEF1B2	P24534	NDD	DisOntol_1059
221692	PHACTR1	Q9C0D0	NDD	DisOntol_1059
23036	ZNF292	O60281	NDD	DisOntol_1059
23162	MAPK8IP3	Q9UPT6	NDD	DisOntol_1059
26224	FBXL3	Q9UKT7	NDD	DisOntol_1059
26523	AGO1	Q9UL18	NDD	DisOntol_1059
27107	ZBTB11	O95625	NDD	DisOntol_1059
27185	DISC1	Q9NRI5	NDD	DisOntol_1059
284217	LAMA1	P25391	NDD	DisOntol_1059
29081	METTL5	Q9NRN9	NDD	DisOntol_1059
324	APC	P25054	NDD	DisOntol_1059
392636	AGMO	Q6ZNB7	NDD	DisOntol_1059
4330	MN1	Q10571	NDD	DisOntol_1059
4659	PPP1R12A	O14974	NDD	DisOntol_1059
4781	NFIB	O00712	NDD	DisOntol_1059
4929	NR4A2	P43354	NDD	DisOntol_1059
51399	TRAPPC4	Q9Y296	NDD	DisOntol_1059
51780	KDM3B	Q7LBC6	NDD	DisOntol_1059
55074	OXR1	Q8N573	NDD	DisOntol_1059
5515	PPP2CA	P67775	NDD	DisOntol_1059
56270	WDR45B	Q5MNZ6	NDD	DisOntol_1059
57282	SLC4A10	Q6U841	NDD	DisOntol_1059
57700	FAM160B1	Q5W0V3	NDD	DisOntol_1059
58499	ZNF462	Q96JM2	NDD	DisOntol_1059
5881	RAC3	P60763	NDD	DisOntol_1059
5898	RALA	P11233	NDD	DisOntol_1059
5927	KDM5A	P29375	NDD	DisOntol_1059
6662	SOX9	P48436	NDD	DisOntol_1059
6844	VAMP2	P63027	NDD	DisOntol_1059
6857	SYT1	P21579	NDD	DisOntol_1059
7355	SLC35A2	P78381	NDD	DisOntol_1059
7701	ZNF142	P52746	NDD	DisOntol_1059
7846	TUBA1A	Q71U36	NDD	DisOntol_1059
79868	ALG13	Q9NP73	NDD	DisOntol_1059
79944	L2HGDH	Q9H9P8	NDD	DisOntol_1059
80036	TRPM3	Q9HCF6	NDD	DisOntol_1059
81562	LMAN2L	Q9H0V9	NDD	DisOntol_1059
81704	DOCK8	Q8NF50	NDD	DisOntol_1059
8295	TRRAP	Q9Y4A5	NDD	DisOntol_1059
84148	KAT8	Q9H7Z6	NDD	DisOntol_1059
84628	NTNG2	Q96CW9	NDD	DisOntol_1059
84879	MFSD2A	Q8NA29	NDD	DisOntol_1059
86	ACTL6A	O96019	NDD	DisOntol_1059
8609	KLF7	O75840	NDD	DisOntol_1059
9179	AP4M1	O00189	NDD	DisOntol_1059
91801	ALKBH8	Q96BT7	NDD	DisOntol_1059
9230	RAB11B	Q15907	NDD	DisOntol_1059
9379	NRXN2	P58401;Q9P2S2	NDD	DisOntol_1059
9472	AKAP6	Q13023	NDD	DisOntol_1059
9922	IQSEC1	Q6DN90	NDD	DisOntol_1059
10280	SIGMAR1	Q99720	NDD	DisOntol_1059
10367	MICU1	Q9BPX6	NDD	DisOntol_1059
2890	GRIA1	P42261	NDD	DisOntol_1059
3162	HMOX1	P09601	NDD	DisOntol_1059
3350	HTR1A	P08908	NDD	DisOntol_1059
3363	HTR7	P34969	NDD	DisOntol_1059
347	APOD	P05090	NDD	DisOntol_1059
351	APP	P05067	NDD	DisOntol_1059
3553	IL1B	P01584	NDD	DisOntol_1059
3557	IL1RN	P18510	NDD	DisOntol_1059
4137	MAPT	P10636	NDD	DisOntol_1059
4204	MECP2	P51608	NDD	DisOntol_1059
43	ACHE	P22303	NDD	DisOntol_1059
4763	NF1	P21359	NDD	DisOntol_1059
5071	PRKN	O60260	NDD	DisOntol_1059
5153	PDE1B	Q01064	NDD	DisOntol_1059
5368	PNOC	Q13519	NDD	DisOntol_1059
5447	POR	P16435	NDD	DisOntol_1059
5663	PSEN1	P49768	NDD	DisOntol_1059
57030	SLC17A7	Q9P2U7	NDD	DisOntol_1059
57084	SLC17A6	Q9P2U8	NDD	DisOntol_1059
596	BCL2	P10415	NDD	DisOntol_1059
6855	SYP	P08247	NDD	DisOntol_1059
7054	TH	P07101	NDD	DisOntol_1059
7099	TLR4	O00206	NDD	DisOntol_1059
7200	TRH	P20396	NDD	DisOntol_1059
7422	VEGFA	P15692	NDD	DisOntol_1059
79823	CAMKMT	Q7Z624	NDD	DisOntol_1059
9365	KL	Q9UEF7	NDD	DisOntol_1059
10280	SIGMAR1	Q99720	NDD	DisOntol_1059
10367	MICU1	Q9BPX6	NDD	DisOntol_1059
3162	HMOX1	P09601	NDD	DisOntol_1059
3350	HTR1A	P08908	NDD	DisOntol_1059
3363	HTR7	P34969	NDD	DisOntol_1059
347	APOD	P05090	NDD	DisOntol_1059
351	APP	P05067	NDD	DisOntol_1059
3553	IL1B	P01584	NDD	DisOntol_1059
3557	IL1RN	P18510	NDD	DisOntol_1059
43	ACHE	P22303	NDD	DisOntol_1059
5071	PRKN	O60260	NDD	DisOntol_1059
5153	PDE1B	Q01064	NDD	DisOntol_1059
5368	PNOC	Q13519	NDD	DisOntol_1059
5447	POR	P16435	NDD	DisOntol_1059
57030	SLC17A7	Q9P2U7	NDD	DisOntol_1059
57084	SLC17A6	Q9P2U8	NDD	DisOntol_1059
596	BCL2	P10415	NDD	DisOntol_1059
6855	SYP	P08247	NDD	DisOntol_1059
7054	TH	P07101	NDD	DisOntol_1059
7099	TLR4	O00206	NDD	DisOntol_1059
7200	TRH	P20396	NDD	DisOntol_1059
7422	VEGFA	P15692	NDD	DisOntol_1059
79823	CAMKMT	Q7Z624	NDD	DisOntol_1059
9365	KL	Q9UEF7	NDD	DisOntol_1059
10280	SIGMAR1	Q99720	NDD	DisOntol_1059
10367	MICU1	Q9BPX6	NDD	DisOntol_1059
2890	GRIA1	P42261	NDD	DisOntol_1059
3162	HMOX1	P09601	NDD	DisOntol_1059
3350	HTR1A	P08908	NDD	DisOntol_1059
3363	HTR7	P34969	NDD	DisOntol_1059
347	APOD	P05090	NDD	DisOntol_1059
351	APP	P05067	NDD	DisOntol_1059
3553	IL1B	P01584	NDD	DisOntol_1059
3557	IL1RN	P18510	NDD	DisOntol_1059
4137	MAPT	P10636	NDD	DisOntol_1059
4204	MECP2	P51608	NDD	DisOntol_1059
43	ACHE	P22303	NDD	DisOntol_1059
4763	NF1	P21359	NDD	DisOntol_1059
5071	PRKN	O60260	NDD	DisOntol_1059
5153	PDE1B	Q01064	NDD	DisOntol_1059
5368	PNOC	Q13519	NDD	DisOntol_1059
5447	POR	P16435	NDD	DisOntol_1059
5663	PSEN1	P49768	NDD	DisOntol_1059
57030	SLC17A7	Q9P2U7	NDD	DisOntol_1059
57084	SLC17A6	Q9P2U8	NDD	DisOntol_1059
596	BCL2	P10415	NDD	DisOntol_1059
6855	SYP	P08247	NDD	DisOntol_1059
7054	TH	P07101	NDD	DisOntol_1059
7099	TLR4	O00206	NDD	DisOntol_1059
7200	TRH	P20396	NDD	DisOntol_1059
7422	VEGFA	P15692	NDD	DisOntol_1059
79823	CAMKMT	Q7Z624	NDD	DisOntol_1059
9365	KL	Q9UEF7	NDD	DisOntol_1059
10056	FARSB	Q9NSD9	NDD	DisOntol_1059
10129	FRY	Q5TBA9	NDD	DisOntol_1059
10236	HNRNPR	O43390	NDD	DisOntol_1059
1024	CDK8	P49336	NDD	DisOntol_1059
10342	TFG	Q92734	NDD	DisOntol_1059
10535	RNASEH2A	O75792	NDD	DisOntol_1059
10943	MSL3	Q8N5Y2	NDD	DisOntol_1059
10973	ASCC3	Q8N3C0	NDD	DisOntol_1059
11277	TREX1	Q9NSU2	NDD	DisOntol_1059
11342	RNF13	O43567	NDD	DisOntol_1059
116115	ZNF526	Q8TF50	NDD	DisOntol_1059
1173	AP2M1	Q96CW1	NDD	DisOntol_1059
1200	TPP1	O14773	NDD	DisOntol_1059
128637	TBC1D20	Q96BZ9	NDD	DisOntol_1059
128869	PIGU	Q9H490	NDD	DisOntol_1059
1317	SLC31A1	O15431	NDD	DisOntol_1059
132	ADK	P55263	NDD	DisOntol_1059
142	PARP1	P09874	NDD	DisOntol_1059
1496	CTNNA2	P26232	NDD	DisOntol_1059
162	AP1B1	Q10567	NDD	DisOntol_1059
163175	LGI4	Q8N135	NDD	DisOntol_1059
1725	DHPS	P49366	NDD	DisOntol_1059
1729	DIAPH1	O60610	NDD	DisOntol_1059
1822	ATN1	P54259	NDD	DisOntol_1059
1871	E2F3	O00716	NDD	DisOntol_1059
197258	FCSK	Q8N0W3	NDD	DisOntol_1059
199857	ALG14	Q96F25	NDD	DisOntol_1059
200424	TET3	O43151	NDD	DisOntol_1059
2194	FASN	P49327	NDD	DisOntol_1059
2222	FDFT1	P37268	NDD	DisOntol_1059
22884	WDR37	Q9Y2I8	NDD	DisOntol_1059
22985	ACIN1	Q9UKV3	NDD	DisOntol_1059
23135	KDM6B	O15054	NDD	DisOntol_1059
23291	FBXW11	Q9UKB1	NDD	DisOntol_1059
23431	AP4E1	Q9UPM8	NDD	DisOntol_1059
23476	BRD4	O60885	NDD	DisOntol_1059
23499	MACF1	Q9UPN3	NDD	DisOntol_1059
23597	ACOT9	Q9Y305	NDD	DisOntol_1059
23761	PISD	Q9UG56	NDD	DisOntol_1059
253959	RALGAPA1	Q6GYQ0	NDD	DisOntol_1059
2555	GABRA2	P47869	NDD	DisOntol_1059
25914	RTTN	Q86VV8	NDD	DisOntol_1059
25930	PTPN23	Q9H3S7	NDD	DisOntol_1059
26115	TANC2	Q9HCD6	NDD	DisOntol_1059
2671	GFER	P55789	NDD	DisOntol_1059
26960	NBEA	Q8NFP9	NDD	DisOntol_1059
2806	GOT2	P00505	NDD	DisOntol_1059
283989	TSEN54	Q7Z6J9	NDD	DisOntol_1059
2890	GRIA1	P42261	NDD	DisOntol_1059
29920	PYCR2	Q96C36	NDD	DisOntol_1059
3064	HTT	P42858	NDD	DisOntol_1059
3073	HEXA	P06865	NDD	DisOntol_1059
3098	HK1	P19367	NDD	DisOntol_1059
3155	HMGCL	P35914	NDD	DisOntol_1059
318	NUDT2	P50583	NDD	DisOntol_1059
3631	INPP4A	Q96PE3	NDD	DisOntol_1059
3735	KARS1	Q15046	NDD	DisOntol_1059
3798	KIF5A	Q12840	NDD	DisOntol_1059
390168	OR5M1	Q8NGP8	NDD	DisOntol_1059
4081	MAB21L1	Q13394	NDD	DisOntol_1059
4163	MCC	P23508	NDD	DisOntol_1059
440073	IQSEC3	Q9UPP2	NDD	DisOntol_1059
4520	MTF1	Q14872	NDD	DisOntol_1059
460	ASTN1	O14525	NDD	DisOntol_1059
471	ATIC	P31939	NDD	DisOntol_1059
476	ATP1A1	P05023	NDD	DisOntol_1059
4905	NSF	P46459	NDD	DisOntol_1059
4909	NTF4	P34130	NDD	DisOntol_1059
4953	ODC1	P11926	NDD	DisOntol_1059
50801	KCNK4	Q9NYG8	NDD	DisOntol_1059
51062	ATL1	Q8WXF7	NDD	DisOntol_1059
51075	TMX2	Q9Y320	NDD	DisOntol_1059
51124	IER3IP1	Q9Y5U9	NDD	DisOntol_1059
5127	CDK16	Q00536	NDD	DisOntol_1059
51294	PCDH12	Q9NPG4	NDD	DisOntol_1059
5159	PDGFRB	P09619	NDD	DisOntol_1059
5455	POU3F3	P20264	NDD	DisOntol_1059
54856	GON4L	Q3T8J9	NDD	DisOntol_1059
54870	QRICH1	Q2TAL8	NDD	DisOntol_1059
54936	ADPRS	Q9NX46	NDD	DisOntol_1059
55148	UBR7	Q8N806	NDD	DisOntol_1059
55275	VPS53	Q5VIR6	NDD	DisOntol_1059
55596	ZCCHC8	Q6NZY4	NDD	DisOntol_1059
55684	RABL6	Q3YEC7	NDD	DisOntol_1059
55703	POLR3B	Q9NW08	NDD	DisOntol_1059
55773	TBC1D23	Q9NUY8	NDD	DisOntol_1059
5582	PRKCG	P05129	NDD	DisOntol_1059
55825	PECR	Q9BY49	NDD	DisOntol_1059
55904	KMT2E	Q8IZD2	NDD	DisOntol_1059
55999	NXF4		NDD	DisOntol_1059
57003	CCDC47	Q96A33	NDD	DisOntol_1059
57551	TAOK1	Q7L7X3	NDD	DisOntol_1059
5833	PCYT2	Q99447	NDD	DisOntol_1059
5900	RALGDS	Q12967	NDD	DisOntol_1059
59272	ACE2	Q9BYF1	NDD	DisOntol_1059
6000	RGS7	P49802	NDD	DisOntol_1059
63925	ZNF335	Q9H4Z2	NDD	DisOntol_1059
64216	TFB2M	Q9H5Q4	NDD	DisOntol_1059
64219	PJA1	Q8NG27	NDD	DisOntol_1059
65084	TMEM135	Q86UB9	NDD	DisOntol_1059
6531	SLC6A3	Q01959	NDD	DisOntol_1059
6602	SMARCD1	Q96GM5	NDD	DisOntol_1059
