gene_id	chr
ENSG00000117595	chr1
ENSG00000117597	chr1
ENSG00000117598	chr1
ENSG00000117600	chr1
ENSG00000117601	chr1
ENSG00000117602	chr1
ENSG00000117614	chr1
ENSG00000117616	chr1
ENSG00000117620	chr1
ENSG00000117625	chr1
ENSG00000117632	chr1
ENSG00000117640	chr1
ENSG00000117643	chr1
ENSG00000117650	chr1
ENSG00000117676	chr1
ENSG00000117682	chr1
ENSG00000117691	chr1
ENSG00000117697	chr1
ENSG00000117707	chr1
ENSG00000117713	chr1
ENSG00000117724	chr1
ENSG00000117748	chr1
ENSG00000117751	chr1
ENSG00000117758	chr1
ENSG00000117791	chr1
ENSG00000117834	chr1
ENSG00000117859	chr1
ENSG00000117862	chr1
ENSG00000117868	chr7
ENSG00000117877	chr19
ENSG00000117899	chr15
ENSG00000117906	chr15
ENSG00000117971	chr15
ENSG00000117983	chr11
ENSG00000117984	chr11
ENSG00000118004	chr2
ENSG00000118007	chr3
ENSG00000118017	chr3
ENSG00000118046	chr19
ENSG00000118058	chr11
ENSG00000118094	chr11
ENSG00000118096	chr11
ENSG00000118113	chr11
ENSG00000118137	chr11
ENSG00000118156	chr19
ENSG00000118160	chr19
ENSG00000118162	chr19
ENSG00000118181	chr11
ENSG00000118193	chr1
ENSG00000118194	chr1
ENSG00000118197	chr1
ENSG00000118200	chr1
ENSG00000118217	chr1
ENSG00000118231	chr2
ENSG00000118242	chr2
ENSG00000118245	chr2
ENSG00000118246	chr2
ENSG00000118257	chr2
ENSG00000118260	chr2
ENSG00000118263	chr2
ENSG00000118271	chr18
ENSG00000118276	chr18
ENSG00000118292	chr1
ENSG00000118298	chr1
ENSG00000118307	chr12
ENSG00000118308	chr12
ENSG00000118322	chr5
ENSG00000118363	chr11
ENSG00000118369	chr11
ENSG00000118402	chr6
ENSG00000118407	chr6
ENSG00000118412	chr6
ENSG00000118418	chr6
ENSG00000118420	chr6
ENSG00000118432	chr6
ENSG00000118454	chr1
ENSG00000118473	chr1
ENSG00000118482	chr6
ENSG00000118491	chr6
ENSG00000118492	chr6
ENSG00000118495	chr6
ENSG00000118496	chr6
ENSG00000118503	chr6
ENSG00000118507	chr6
ENSG00000118508	chr6
ENSG00000118513	chr6
ENSG00000118514	chr6
ENSG00000118515	chr6
ENSG00000118518	chr6
ENSG00000118520	chr6
ENSG00000118523	chr6
ENSG00000118526	chr6
ENSG00000118557	chr16
ENSG00000118564	chr4
ENSG00000118579	chr4
ENSG00000118596	chr12
ENSG00000118600	chr12
ENSG00000118620	chr19
ENSG00000118640	chr2
ENSG00000118655	chr1
ENSG00000118680	chr18
ENSG00000118689	chr6
ENSG00000118690	chr6
ENSG00000118702	chr20
ENSG00000118705	chr20
ENSG00000118707	chr20
ENSG00000118729	chr1
ENSG00000118733	chr1
ENSG00000118762	chr4
ENSG00000118777	chr4
ENSG00000118785	chr4
ENSG00000118804	chr4
ENSG00000118816	chr4
ENSG00000118849	chr3
ENSG00000118855	chr3
ENSG00000118873	chr1
ENSG00000118894	chr16
ENSG00000118898	chr16
ENSG00000118900	chr16
ENSG00000118922	chr13
ENSG00000118939	chr13
ENSG00000118946	chr13
ENSG00000118960	chr2
ENSG00000118961	chr2
ENSG00000118965	chr2
ENSG00000118971	chr12
ENSG00000118972	chr12
ENSG00000118985	chr5
ENSG00000118997	chr2
ENSG00000119004	chr2
ENSG00000119013	chr2
ENSG00000119041	chr2
ENSG00000119042	chr2
ENSG00000119048	chr5
ENSG00000119121	chr9
ENSG00000119125	chr9
ENSG00000119138	chr9
ENSG00000119139	chr9
ENSG00000119147	chr2
ENSG00000119185	chr2
ENSG00000119203	chr2
ENSG00000119227	chr3
ENSG00000119231	chr3
ENSG00000119242	chr12
ENSG00000119280	chr1
ENSG00000119283	chr1
ENSG00000119285	chr1
ENSG00000119314	chr9
ENSG00000119318	chr9
ENSG00000119321	chr9
ENSG00000119326	chr9
ENSG00000119328	chr9
ENSG00000119333	chr9
ENSG00000119335	chr9
ENSG00000119383	chr9
ENSG00000119392	chr9
ENSG00000119396	chr9
ENSG00000119397	chr9
ENSG00000119401	chr9
ENSG00000119402	chr9
ENSG00000119403	chr9
ENSG00000119408	chr9
ENSG00000119411	chr9
ENSG00000119414	chr9
ENSG00000119421	chr9
ENSG00000119431	chr9
ENSG00000119446	chr9
ENSG00000119457	chr9
ENSG00000119471	chr9
ENSG00000119487	chr9
ENSG00000119508	chr9
ENSG00000119509	chr9
ENSG00000119514	chr9
ENSG00000119522	chr9
ENSG00000119523	chr9
ENSG00000119535	chr1
ENSG00000119537	chr18
ENSG00000119541	chr18
ENSG00000119547	chr18
ENSG00000119559	chr19
ENSG00000119574	chr19
ENSG00000119596	chr14
ENSG00000119599	chr14
ENSG00000119608	chr14
ENSG00000119614	chr14
ENSG00000119616	chr14
ENSG00000119630	chr14
ENSG00000119632	chr14
ENSG00000119636	chr14
ENSG00000119638	chr14
ENSG00000119640	chr14
ENSG00000119650	chr14
ENSG00000119655	chr14
ENSG00000119661	chr14
ENSG00000119669	chr14
ENSG00000119673	chr14
ENSG00000119681	chr14
ENSG00000119682	chr14
ENSG00000119684	chr14
ENSG00000119685	chr14
ENSG00000119686	chr14
ENSG00000119688	chr14
ENSG00000119689	chr14
ENSG00000119698	chr14
ENSG00000119699	chr14
ENSG00000119703	chr14
ENSG00000119705	chr14
ENSG00000119707	chr14
ENSG00000119711	chr14
ENSG00000119714	chr14
ENSG00000119715	chr14
ENSG00000119718	chr14
ENSG00000119720	chr14
ENSG00000119723	chr14
ENSG00000119725	chr14
ENSG00000119729	chr2
ENSG00000119737	chr2
ENSG00000119760	chr2
ENSG00000119771	chr2
ENSG00000119772	chr2
ENSG00000119777	chr2
ENSG00000119778	chr2
ENSG00000119782	chr2
ENSG00000119787	chr2
ENSG00000119801	chr2
ENSG00000119812	chr2
ENSG00000119820	chr2
ENSG00000119844	chr2
ENSG00000119862	chr2
ENSG00000119865	chr2
ENSG00000119866	chr2
ENSG00000119878	chr2
ENSG00000119888	chr2
ENSG00000119899	chr6
ENSG00000119900	chr6
ENSG00000119906	chr10
ENSG00000119912	chr10
ENSG00000119913	chr10
ENSG00000119915	chr10
ENSG00000119917	chr10
ENSG00000119919	chr10
ENSG00000119922	chr10
ENSG00000119927	chr10
ENSG00000119929	chr10
ENSG00000119938	chr10
ENSG00000119943	chr10
ENSG00000119946	chr10
ENSG00000119950	chr10
ENSG00000119953	chr10
ENSG00000119965	chr10
ENSG00000119969	chr10
ENSG00000119973	chr10
ENSG00000119977	chr10
ENSG00000119979	chr10
ENSG00000119986	chr10
ENSG00000120008	chr10
ENSG00000120029	chr10
ENSG00000120049	chr10
ENSG00000120051	chr10
ENSG00000120053	chr10
ENSG00000120054	chr10
ENSG00000120055	chr10
ENSG00000120057	chr10
ENSG00000120063	chr17
ENSG00000120068	chr17
ENSG00000120071	chr17
ENSG00000120075	chr17
ENSG00000120088	chr17
ENSG00000120093	chr17
ENSG00000120129	chr5
ENSG00000120137	chr5
ENSG00000120149	chr5
ENSG00000120156	chr9
ENSG00000120158	chr9
ENSG00000120159	chr9
ENSG00000120160	chr9
ENSG00000120162	chr9
ENSG00000120210	chr9
ENSG00000120211	chr9
ENSG00000120215	chr9
ENSG00000120217	chr9
ENSG00000120235	chr9
ENSG00000120251	chr4
ENSG00000120253	chr6
ENSG00000120254	chr6
ENSG00000120256	chr6
ENSG00000120262	chr6
ENSG00000120265	chr6
ENSG00000120278	chr6
ENSG00000120279	chr6
ENSG00000120280	chrX
ENSG00000120289	chrX
ENSG00000120306	chr5
ENSG00000120314	chr5
ENSG00000120318	chr5
ENSG00000120322	chr5
ENSG00000120324	chr5
ENSG00000120327	chr5
ENSG00000120328	chr5
ENSG00000120329	chr5
ENSG00000120332	chr1
ENSG00000120333	chr1
ENSG00000120334	chr1
ENSG00000120337	chr1
ENSG00000120341	chr1
ENSG00000120370	chr1
ENSG00000120437	chr6
ENSG00000120438	chr6
ENSG00000120440	chr6
ENSG00000120451	chr11
ENSG00000120457	chr11
ENSG00000120458	chr11
ENSG00000120471	chr11
ENSG00000120498	chrX
ENSG00000120500	chrX
ENSG00000120509	chrX
ENSG00000120519	chr4
ENSG00000120526	chr8
ENSG00000120533	chr8
ENSG00000120539	chr10
ENSG00000120549	chr10
ENSG00000120563	chr10
ENSG00000120594	chr10
ENSG00000120616	chr10
ENSG00000120645	chr12
ENSG00000120647	chr12
ENSG00000120656	chr1
ENSG00000120658	chr13
ENSG00000120659	chr13
ENSG00000120662	chr13
ENSG00000120664	chr13
ENSG00000120669	chr13
ENSG00000120675	chr13
ENSG00000120685	chr13
ENSG00000120686	chr13
ENSG00000120688	chr13
ENSG00000120690	chr13
ENSG00000120693	chr13
ENSG00000120694	chr13
ENSG00000120696	chr13
ENSG00000120697	chr13
ENSG00000120699	chr13
ENSG00000120705	chr5
ENSG00000120708	chr5
ENSG00000120709	chr5
ENSG00000120725	chr5
ENSG00000120727	chr5
ENSG00000120729	chr5
ENSG00000120733	chr5
ENSG00000120738	chr5
ENSG00000120742	chr3
ENSG00000120756	chr3
ENSG00000120784	chr19
ENSG00000120798	chr12
ENSG00000120800	chr12
ENSG00000120802	chr12
ENSG00000120805	chr12
ENSG00000120820	chr12
ENSG00000120832	chr12
ENSG00000120833	chr12
ENSG00000120837	chr12
ENSG00000120860	chr12
ENSG00000120868	chr12
ENSG00000120875	chr8
ENSG00000120885	chr8
ENSG00000120889	chr8
ENSG00000120896	chr8
ENSG00000120899	chr8
ENSG00000120903	chr8
ENSG00000120907	chr8
ENSG00000120910	chr8
ENSG00000120913	chr8
ENSG00000120915	chr8
ENSG00000120925	chr8
ENSG00000120937	chr1
ENSG00000120942	chr1
ENSG00000120948	chr1
ENSG00000120949	chr1
ENSG00000120963	chr8
ENSG00000120992	chr8
ENSG00000121005	chr8
ENSG00000121022	chr8
ENSG00000121039	chr8
ENSG00000121053	chr17
ENSG00000121057	chr17
ENSG00000121058	chr17
ENSG00000121060	chr17
ENSG00000121064	chr17
ENSG00000121067	chr17
ENSG00000121068	chr17
ENSG00000121073	chr17
ENSG00000121075	chr17
ENSG00000121101	chr17
ENSG00000121104	chr17
ENSG00000121152	chr2
ENSG00000121207	chr4
ENSG00000121210	chr4
ENSG00000121211	chr4
ENSG00000121236	chr11
ENSG00000121270	chr16
ENSG00000121274	chr16
ENSG00000121281	chr16
ENSG00000121289	chr19
ENSG00000121297	chr19
ENSG00000121310	chr1
ENSG00000121314	chr12
ENSG00000121316	chr12
ENSG00000121318	chr12
ENSG00000121335	chr12
ENSG00000121350	chr12
ENSG00000121351	chr12
ENSG00000121361	chr12
ENSG00000121380	chr12
ENSG00000121381	chr12
ENSG00000121390	chr13
ENSG00000121406	chr19
ENSG00000121410	chr19
ENSG00000121413	chr19
ENSG00000121417	chr19
ENSG00000121440	chr3
ENSG00000121446	chr1
ENSG00000121454	chr1
ENSG00000121481	chr1
ENSG00000121486	chr1
ENSG00000121542	chr3
ENSG00000121552	chr3
ENSG00000121570	chr3
ENSG00000121577	chr3
ENSG00000121578	chr3
ENSG00000121579	chr3
ENSG00000121594	chr3
ENSG00000121621	chr11
ENSG00000121644	chr1
ENSG00000121653	chr11
ENSG00000121671	chr11
ENSG00000121680	chr11
ENSG00000121690	chr11
ENSG00000121691	chr11
ENSG00000121716	chr7
ENSG00000121741	chr13
ENSG00000121742	chr13
ENSG00000121743	chr13
ENSG00000121749	chr12
ENSG00000121753	chr1
ENSG00000121764	chr1
ENSG00000121766	chr1
ENSG00000121769	chr1
ENSG00000121774	chr1
ENSG00000121775	chr1
ENSG00000121797	chr3
ENSG00000121807	chr3
ENSG00000121851	chr1
ENSG00000121853	chr3
ENSG00000121858	chr3
ENSG00000121864	chr3
ENSG00000121871	chr3
ENSG00000121879	chr3
ENSG00000121892	chr4
ENSG00000121895	chr4
ENSG00000121897	chr4
ENSG00000121898	chr10
ENSG00000121900	chr1
ENSG00000121903	chr1
ENSG00000121904	chr1
ENSG00000121905	chr1
ENSG00000121931	chr1
ENSG00000121933	chr1
ENSG00000121940	chr1
ENSG00000121957	chr1
ENSG00000121964	chr2
ENSG00000121966	chr2
ENSG00000121988	chr2
ENSG00000121989	chr2
ENSG00000122008	chr5
ENSG00000122012	chr5
ENSG00000122025	chr13
ENSG00000122026	chr13
ENSG00000122033	chr13
ENSG00000122034	chr13
ENSG00000122035	chr13
ENSG00000122042	chr13
ENSG00000122043	chr13
ENSG00000122068	chr3
ENSG00000122085	chr2
ENSG00000122121	chrX
ENSG00000122122	chrX
ENSG00000122126	chrX
ENSG00000122133	chr9
ENSG00000122136	chr9
ENSG00000122140	chr9
ENSG00000122145	chrX
ENSG00000122176	chr1
ENSG00000122180	chr1
ENSG00000122188	chr1
ENSG00000122194	chr6
ENSG00000122203	chr5
ENSG00000122218	chr1
ENSG00000122223	chr1
ENSG00000122224	chr1
ENSG00000122254	chr16
ENSG00000122257	chr16
ENSG00000122299	chr16
ENSG00000122335	chr6
ENSG00000122359	chr10
ENSG00000122367	chr10
ENSG00000122375	chr10
ENSG00000122376	chr10
ENSG00000122378	chr10
ENSG00000122386	chr16
ENSG00000122390	chr16
ENSG00000122406	chr1
ENSG00000122417	chr1
ENSG00000122420	chr1
ENSG00000122432	chr1
ENSG00000122435	chr1
ENSG00000122477	chr1
ENSG00000122481	chr1
ENSG00000122482	chr1
ENSG00000122483	chr1
ENSG00000122484	chr1
ENSG00000122490	chr18
ENSG00000122507	chr7
ENSG00000122512	chr7
ENSG00000122515	chr7
ENSG00000122543	chr7
ENSG00000122545	chr7
ENSG00000122547	chr7
ENSG00000122548	chr7
ENSG00000122550	chr7
ENSG00000122557	chr7
ENSG00000122565	chr7
ENSG00000122566	chr7
ENSG00000122574	chr7
ENSG00000122584	chr7
ENSG00000122585	chr7
ENSG00000122591	chr7
ENSG00000122592	chr7
ENSG00000122641	chr7
ENSG00000122642	chr7
ENSG00000122643	chr7
ENSG00000122644	chr7
ENSG00000122674	chr7
ENSG00000122678	chr7
ENSG00000122679	chr7
ENSG00000122687	chr7
ENSG00000122691	chr7
ENSG00000122692	chr9
ENSG00000122694	chr9
ENSG00000122696	chr9
ENSG00000122705	chr9
ENSG00000122707	chr9
ENSG00000122711	chr9
ENSG00000122728	chr9
ENSG00000122729	chr9
ENSG00000122733	chr9
ENSG00000122735	chr9
ENSG00000122741	chr9
ENSG00000122756	chr9
ENSG00000122778	chr7
ENSG00000122779	chr7
ENSG00000122783	chr7
ENSG00000122786	chr7
ENSG00000122787	chr7
ENSG00000122824	chrX
ENSG00000122852	chr10
ENSG00000122859	chr10
ENSG00000122861	chr10
ENSG00000122862	chr10
ENSG00000122863	chr10
ENSG00000122870	chr10
ENSG00000122873	chr10
ENSG00000122877	chr10
ENSG00000122882	chr10
ENSG00000122884	chr10
ENSG00000122912	chr10
ENSG00000122952	chr10
ENSG00000122958	chr10
ENSG00000122965	chr12
ENSG00000122966	chr12
ENSG00000122970	chr12
ENSG00000122971	chr12
ENSG00000122986	chr12
ENSG00000123064	chr12
ENSG00000123066	chr12
ENSG00000123080	chr1
ENSG00000123091	chr1
ENSG00000123094	chr12
ENSG00000123095	chr12
ENSG00000123096	chr12
ENSG00000123104	chr12
ENSG00000123106	chr12
ENSG00000123119	chr8
ENSG00000123124	chr8
ENSG00000123130	chrX
ENSG00000123131	chrX
ENSG00000123136	chr19
ENSG00000123143	chr19
ENSG00000123144	chr19
ENSG00000123146	chr19
ENSG00000123154	chr19
ENSG00000123159	chr19
ENSG00000123171	chr13
ENSG00000123178	chr13
ENSG00000123179	chr13
ENSG00000123191	chr13
ENSG00000123200	chr13
ENSG00000123213	chr5
ENSG00000123219	chr5
ENSG00000123240	chr10
ENSG00000123243	chr10
ENSG00000123268	chr12
ENSG00000123297	chr12
ENSG00000123307	chr12
ENSG00000123329	chr12
ENSG00000123338	chr12
ENSG00000123342	chr12
ENSG00000123349	chr12
ENSG00000123352	chr12
ENSG00000123353	chr12
ENSG00000123358	chr12
ENSG00000123360	chr12
ENSG00000123374	chr12
ENSG00000123384	chr12
ENSG00000123395	chr12
ENSG00000123405	chr12
ENSG00000123411	chr12
ENSG00000123415	chr12
ENSG00000123416	chr12
ENSG00000123427	chr12
ENSG00000123444	chr11
ENSG00000123453	chr9
ENSG00000123454	chr9
ENSG00000123472	chr1
ENSG00000123473	chr1
ENSG00000123485	chr2
ENSG00000123496	chrX
ENSG00000123500	chr6
ENSG00000123505	chr6
ENSG00000123545	chr6
ENSG00000123552	chr6
ENSG00000123560	chrX
ENSG00000123561	chrX
ENSG00000123562	chrX
ENSG00000123569	chrX
ENSG00000123570	chrX
ENSG00000123572	chrX
ENSG00000123575	chrX
ENSG00000123576	chrX
ENSG00000123595	chrX
ENSG00000123600	chr2
ENSG00000123607	chr2
ENSG00000123609	chr2
ENSG00000123610	chr2
ENSG00000123612	chr2
ENSG00000123636	chr2
ENSG00000123643	chr5
ENSG00000123684	chr1
ENSG00000123685	chr1
ENSG00000123689	chr1
ENSG00000123700	chr17
ENSG00000123728	chrX
ENSG00000123737	chr4
ENSG00000123739	chr4
ENSG00000123810	chr19
ENSG00000123815	chr19
ENSG00000123836	chr1
ENSG00000123843	chr1
ENSG00000123892	chr11
ENSG00000123901	chr11
ENSG00000123908	chr8
ENSG00000123933	chr4
ENSG00000123975	chr9
ENSG00000123977	chr2
ENSG00000123983	chr2
ENSG00000123989	chr2
ENSG00000123992	chr2
ENSG00000123999	chr2
ENSG00000124003	chr2
ENSG00000124006	chr2
ENSG00000124019	chr2
ENSG00000124067	chr16
ENSG00000124074	chr16
ENSG00000124089	chr20
ENSG00000124091	chr20
ENSG00000124092	chr20
ENSG00000124098	chr20
ENSG00000124102	chr20
ENSG00000124103	chr20
ENSG00000124104	chr20
ENSG00000124107	chr20
ENSG00000124116	chr20
ENSG00000124120	chr20
ENSG00000124126	chr20
ENSG00000124134	chr20
ENSG00000124140	chr20
ENSG00000124143	chr20
ENSG00000124145	chr20
ENSG00000124151	chr20
ENSG00000124155	chr20
ENSG00000124159	chr20
ENSG00000124160	chr20
ENSG00000124164	chr20
ENSG00000124171	chr20
ENSG00000124172	chr20
ENSG00000124177	chr20
ENSG00000124181	chr20
ENSG00000124191	chr20
ENSG00000124193	chr20
ENSG00000124194	chr20
ENSG00000124196	chr20
ENSG00000124198	chr20
ENSG00000124201	chr20
ENSG00000124203	chr20
ENSG00000124205	chr20
ENSG00000124207	chr20
ENSG00000124209	chr20
ENSG00000124212	chr20
ENSG00000124214	chr20
ENSG00000124215	chr20
ENSG00000124216	chr20
ENSG00000124217	chr20
ENSG00000124222	chr20
ENSG00000124225	chr20
ENSG00000124226	chr20
ENSG00000124227	chr20
ENSG00000124228	chr20
ENSG00000124232	chr20
ENSG00000124237	chr20
ENSG00000124243	chr20
ENSG00000124249	chr20
ENSG00000124251	chr20
ENSG00000124253	chr20
ENSG00000124256	chr20
ENSG00000124257	chr20
ENSG00000124260	chrX
ENSG00000124275	chr5
ENSG00000124279	chr5
ENSG00000124299	chr19
ENSG00000124302	chr19
ENSG00000124313	chrX
ENSG00000124333	chrX
ENSG00000124334	chrX
ENSG00000124343	chrX
ENSG00000124356	chr2
ENSG00000124357	chr2
ENSG00000124370	chr2
ENSG00000124374	chr2
ENSG00000124380	chr2
ENSG00000124383	chr2
ENSG00000124391	chr16
ENSG00000124406	chr4
ENSG00000124422	chr17
ENSG00000124440	chr19
ENSG00000124444	chr19
ENSG00000124459	chr19
ENSG00000124466	chr19
ENSG00000124467	chr19
ENSG00000124469	chr19
ENSG00000124479	chrX
ENSG00000124486	chrX
ENSG00000124490	chr6
ENSG00000124491	chr6
ENSG00000124493	chr6
ENSG00000124496	chr6
ENSG00000124507	chr6
ENSG00000124508	chr6
ENSG00000124523	chr6
ENSG00000124532	chr6
ENSG00000124535	chr6
ENSG00000124541	chr6
ENSG00000124557	chr6
ENSG00000124562	chr6
ENSG00000124564	chr6
ENSG00000124570	chr6
ENSG00000124571	chr6
ENSG00000124574	chr6
ENSG00000124575	chr6
ENSG00000124587	chr6
ENSG00000124588	chr6
ENSG00000124596	chr6
ENSG00000124602	chr6
ENSG00000124608	chr6
ENSG00000124610	chr6
ENSG00000124613	chr6
ENSG00000124614	chr6
ENSG00000124615	chr6
ENSG00000124635	chr6
ENSG00000124641	chr6
ENSG00000124659	chr6
ENSG00000124664	chr6
ENSG00000124678	chr6
ENSG00000124688	chr6
ENSG00000124701	chr6
ENSG00000124702	chr6
ENSG00000124713	chr6
ENSG00000124721	chr6
ENSG00000124731	chr6
ENSG00000124733	chr6
ENSG00000124743	chr6
ENSG00000124749	chr6
ENSG00000124762	chr6
ENSG00000124766	chr6
ENSG00000124767	chr6
ENSG00000124772	chr6
ENSG00000124780	chr6
ENSG00000124782	chr6
ENSG00000124783	chr6
ENSG00000124784	chr6
ENSG00000124785	chr6
ENSG00000124786	chr6
ENSG00000124787	chr6
ENSG00000124788	chr6
ENSG00000124789	chr6
ENSG00000124795	chr6
ENSG00000124802	chr6
ENSG00000124812	chr6
ENSG00000124813	chr6
ENSG00000124818	chr6
ENSG00000124827	chr6
ENSG00000124831	chr2
ENSG00000124835	chr2
ENSG00000124839	chr2
ENSG00000124875	chr4
ENSG00000124882	chr4
ENSG00000124900	chr11
ENSG00000124915	chr11
ENSG00000124920	chr11
ENSG00000124935	chr11
ENSG00000124939	chr11
ENSG00000124942	chr11
ENSG00000125037	chr3
ENSG00000125046	chr3
ENSG00000125084	chr12
ENSG00000125089	chr4
ENSG00000125107	chr16
ENSG00000125122	chr16
ENSG00000125124	chr16
ENSG00000125144	chr16
ENSG00000125148	chr16
ENSG00000125149	chr16
ENSG00000125166	chr16
ENSG00000125170	chr16
ENSG00000125207	chr12
ENSG00000125245	chr13
ENSG00000125246	chr13
ENSG00000125247	chr13
ENSG00000125249	chr13
ENSG00000125255	chr13
ENSG00000125257	chr13
ENSG00000125266	chr13
ENSG00000125285	chr13
ENSG00000125304	chr13
ENSG00000125319	chr17
ENSG00000125337	chr6
ENSG00000125347	chr5
ENSG00000125351	chrX
ENSG00000125352	chrX
ENSG00000125354	chrX
ENSG00000125355	chrX
ENSG00000125356	chrX
ENSG00000125363	chrX
ENSG00000125375	chr14
ENSG00000125378	chr14
ENSG00000125384	chr14
ENSG00000125386	chr4
ENSG00000125388	chr4
ENSG00000125398	chr17
ENSG00000125409	chr17
ENSG00000125414	chr17
ENSG00000125430	chr17
ENSG00000125434	chr17
ENSG00000125445	chr17
ENSG00000125447	chr17
ENSG00000125449	chr17
ENSG00000125450	chr17
ENSG00000125454	chr17
ENSG00000125457	chr17
ENSG00000125458	chr17
ENSG00000125459	chr1
ENSG00000125462	chr1
ENSG00000125482	chr9
ENSG00000125484	chr9
ENSG00000125485	chr9
ENSG00000125492	chr9
ENSG00000125498	chr19
ENSG00000125503	chr19
ENSG00000125505	chr19
ENSG00000125510	chr20
ENSG00000125520	chr20
ENSG00000125531	chr20
ENSG00000125534	chr20
ENSG00000125538	chr2
ENSG00000125551	chr2
ENSG00000125571	chr2
ENSG00000125611	chr2
ENSG00000125618	chr2
ENSG00000125629	chr2
ENSG00000125630	chr2
ENSG00000125633	chr2
ENSG00000125637	chr2
ENSG00000125648	chr19
ENSG00000125650	chr19
ENSG00000125651	chr19
ENSG00000125652	chr19
ENSG00000125656	chr19
ENSG00000125657	chr19
ENSG00000125675	chrX
ENSG00000125676	chrX
ENSG00000125686	chr17
ENSG00000125691	chr17
ENSG00000125703	chr1
ENSG00000125726	chr19
ENSG00000125730	chr19
ENSG00000125731	chr19
ENSG00000125733	chr19
ENSG00000125734	chr19
ENSG00000125735	chr19
ENSG00000125740	chr19
ENSG00000125741	chr19
ENSG00000125743	chr19
ENSG00000125744	chr19
ENSG00000125746	chr19
ENSG00000125753	chr19
ENSG00000125755	chr19
ENSG00000125772	chr20
ENSG00000125775	chr20
ENSG00000125779	chr20
ENSG00000125780	chr20
ENSG00000125787	chr20
ENSG00000125798	chr20
ENSG00000125804	chr20
ENSG00000125810	chr20
ENSG00000125812	chr20
ENSG00000125813	chr20
ENSG00000125814	chr20
ENSG00000125816	chr20
ENSG00000125817	chr20
ENSG00000125818	chr20
ENSG00000125820	chr20
ENSG00000125821	chr20
ENSG00000125823	chr20
ENSG00000125826	chr20
ENSG00000125827	chr20
ENSG00000125834	chr20
ENSG00000125835	chr20
ENSG00000125841	chr20
ENSG00000125843	chr20
ENSG00000125844	chr20
ENSG00000125845	chr20
ENSG00000125846	chr20
ENSG00000125848	chr20
ENSG00000125850	chr20
ENSG00000125851	chr20
ENSG00000125861	chr20
ENSG00000125863	chr20
ENSG00000125864	chr20
ENSG00000125868	chr20
ENSG00000125869	chr20
ENSG00000125870	chr20
ENSG00000125871	chr20
ENSG00000125872	chr20
ENSG00000125875	chr20
ENSG00000125877	chr20
ENSG00000125878	chr20
ENSG00000125879	chr20
ENSG00000125885	chr20
ENSG00000125888	chr20
ENSG00000125895	chr20
ENSG00000125898	chr20
ENSG00000125899	chr20
ENSG00000125900	chr20
ENSG00000125901	chr20
ENSG00000125910	chr19
ENSG00000125912	chr19
ENSG00000125931	chrX
ENSG00000125944	chr1
ENSG00000125945	chr1
ENSG00000125952	chr14
ENSG00000125962	chrX
ENSG00000125965	chr20
ENSG00000125966	chr20
ENSG00000125967	chr20
ENSG00000125968	chr20
ENSG00000125970	chr20
ENSG00000125971	chr20
ENSG00000125975	chr20
ENSG00000125977	chr20
ENSG00000125991	chr20
ENSG00000125995	chr20
ENSG00000125998	chr20
ENSG00000125999	chr20
ENSG00000126001	chr20
ENSG00000126003	chr20
ENSG00000126005	chr20
ENSG00000126010	chrX
ENSG00000126012	chrX
ENSG00000126016	chrX
ENSG00000126062	chr3
ENSG00000126067	chr1
ENSG00000126070	chr1
ENSG00000126088	chr1
ENSG00000126091	chr1
ENSG00000126106	chr1
ENSG00000126107	chr1
ENSG00000126214	chr14
ENSG00000126215	chr14
ENSG00000126216	chr13
ENSG00000126217	chr13
ENSG00000126218	chr13
ENSG00000126226	chr13
ENSG00000126231	chr13
ENSG00000126243	chr19
ENSG00000126246	chr19
ENSG00000126247	chr19
ENSG00000126249	chr19
ENSG00000126251	chr19
ENSG00000126254	chr19
ENSG00000126259	chr19
ENSG00000126261	chr19
ENSG00000126262	chr19
ENSG00000126264	chr19
ENSG00000126266	chr19
ENSG00000126267	chr19
ENSG00000126351	chr17
ENSG00000126353	chr17
ENSG00000126368	chr17
ENSG00000126391	chr11
ENSG00000126432	chr11
ENSG00000126453	chr19
ENSG00000126456	chr19
ENSG00000126457	chr19
