gene_id	gene_name	V12D05-348_C1	V12D05-348_D1	V12D05-350_C1	V12D05-350_D1	V12D07-075_A1	V12D07-075_D1	V12Y31-080_A1	V13M13-362_A1	V13M13-362_D1	meanrank	samples_signif
ENSG00000122970	IFT81		4957	2896	4228						4027	3
ENSG00000123064	DDX54	3617	4924	3993	3513				1671	3747	3577.5	6
ENSG00000123066	MED13L						4794				4794	1
ENSG00000123091	RNF11	846	807	835	1099	600	970	992	737	641	836.3333333	9
ENSG00000123094	RASSF8			6821							6821	1
ENSG00000123095	BHLHE41	3467	4501	5995	5653	1621	1587	3397	1909	3627	3528.555556	9
ENSG00000123096	SSPN	1780		2308		1444	1065				1649.25	4
ENSG00000123104	ITPR2					3191					3191	1
ENSG00000123106	CCDC91		5717	6640	4935	3727	4291	3620		4740	4810	7
ENSG00000123119	NECAB1	2997	1333	3344	754	877	1742		223	885	1519.375	8
ENSG00000123124	WWP1		4032	4232	5874						4712.666667	3
ENSG00000123131	PRDX4	4940	4951	5230	3556		2489			4976	4357	6
ENSG00000123143	PKN1	4115	4338	4249			4640			4734	4415.2	5
ENSG00000123144	TRIR	2076	2121	2716	4841	3869	2280	2791		3659	3044.125	8
ENSG00000123159	GIPC1	5582	5172	6813						4218	5446.25	4
ENSG00000123178	SPRYD7	2065	1918	2389	3274	2827	2313	1554	2538	2351	2358.777778	9
ENSG00000123179	EBPL	2425	3095	2814	3153	2565	2711	3348	1639		2718.75	8
ENSG00000123200	ZC3H13	5122	5159			1557	3022				3715	4
ENSG00000123240	OPTN	3311	3340	4337	1823	1726	1207	409	1201	2003	2150.777778	9
ENSG00000123243	ITIH5	2387	1733	2427	2612						2289.75	4
ENSG00000123297	TSFM			5708	5494					3048	4750	3
ENSG00000123349	PFDN5	861	1370	1390	2100	1841	1236	622	1474	1104	1333.111111	9
ENSG00000123352	SPATS2			4965							4965	1
ENSG00000123353	ORMDL2	4200		6305			2504				4336.333333	3
ENSG00000123358	NR4A1	246		213		2290	434				795.75	4
ENSG00000123360	PDE1B				1856				61		958.5	2
ENSG00000123384	LRP1	1726	2379	1128	2753	2228	2482	3254	1502	1901	2150.333333	9
ENSG00000123416	TUBA1B	131	57	125	45	72	180	66	46	72	88.22222222	9
ENSG00000123472	ATPAF1	2914	2872	2438	5616	2864	2128	2158		3884	3109.25	8
ENSG00000123496	IL13RA2	939	599	1235	536		1012	893		1790	1000.571429	7
ENSG00000123505	AMD1	3815	1717	5350	2235	3322				2511	3158.333333	6
ENSG00000123545	NDUFAF4	1942	4207	2852	2310	2693	2286	2969	2193	2412	2651.555556	9
ENSG00000123560	PLP1	6	16	5	12	5	12	11	34	2	11.44444444	9
ENSG00000123562	MORF4L2	311	231	347	372	466	253	411	207	331	325.4444444	9
ENSG00000123570	RAB9B	2083	2569	1953	2103	1999	2900	2101	1596	1864	2129.777778	9
ENSG00000123575	FAM199X	3979	5570	3828	5291	3354	4402		2548	3930	4112.75	8
ENSG00000123612	ACVR1C	1252	646	578	928			902			861.2	5
ENSG00000123636	BAZ2B		4723	6830	3226	1876		3373			4005.6	5
ENSG00000123684	LPGAT1	4369	3666	4054	5370	3505				4121	4180.833333	6
ENSG00000123737	EXOSC9				4755						4755	1
ENSG00000123739	PLA2G12A						4419			4732	4575.5	2
ENSG00000123815	COQ8B			5892							5892	1
ENSG00000123836	PFKFB2	1123	1028	1650	1173	1479					1290.6	5
ENSG00000123901	GPR83						1725			1486	1605.5	2
ENSG00000123908	AGO2		5224	6451	6206		4719				5650	4
ENSG00000123933	MXD4	4004	5077	3467	5698		4263	3027			4256	6
ENSG00000123983	ACSL3	1625	2439	1477	2215	942	3327	3304	1037	1829	2021.666667	9
ENSG00000123989	CHPF	2527	3814	2506	2091	3085	2793			1975	2684.428571	7
ENSG00000124006	OBSL1	1708	2923	1550	2738	2452	1802	1452	1048	2596	2029.888889	9
ENSG00000124098	FAM210B	2409	1040	2918	1148	3783	2302	1722	2460		2222.75	8
ENSG00000124120	TTPAL		5104	4162	5217						4827.666667	3
ENSG00000124126	PREX1	4034	4571	6843	2642	852	1741	2911	2405	524	2947	9
ENSG00000124140	SLC12A5	162	264	198	231	273	284	896	467	213	332	9
ENSG00000124145	SDC4	3891	2256	5112	1671	791	3568	1436	2890		2701.875	8
ENSG00000124155	PIGT	5216	3422	4518	3151	3361	3814	2736	3124	3509	3650.111111	9
ENSG00000124160	NCOA5			5402							5402	1
ENSG00000124164	VAPB	2883	3577	2935	4214	2802	3753	2966	2555	3302	3220.777778	9
ENSG00000124172	ATP5F1E	700	289	1343	581	356	314	86	835	540	560.4444444	9
ENSG00000124177	CHD6	5627	4860	5199			4531		2660	4488	4560.833333	6
ENSG00000124181	PLCG1		5698	4505							5101.5	2
ENSG00000124191	TOX2	876	1584	1176	1418		777	2820	459	769	1234.875	8
ENSG00000124193	SRSF6	2986	2685	1757	2127		1295	1866	1839	4141	2337	8
ENSG00000124194	GDAP1L1	2428	3819	3156	2133		2298			1672	2584.333333	6
ENSG00000124198	ARFGEF2	5574	4054	3794	4353		3932			4357	4344	6
ENSG00000124201	ZNFX1			3716							3716	1
ENSG00000124205	EDN3	126	17	56	9						52	4
ENSG00000124207	CSE1L	4220	3179	6419	4084	3661	4081		3162	3888	4086.75	8
ENSG00000124209	RAB22A	4766	3634	3041	4864	3038	3468	3920	2986	2705	3602.444444	9
ENSG00000124214	STAU1			6944		3439			2331	4076	4197.5	4
ENSG00000124222	STX16		5654	6123	5420	3902	4793	2917	2963		4538.857143	7
ENSG00000124225	PMEPA1	3561	5771	3714	4789	3932	873	334	472	3572	3002	9
ENSG00000124226	RNF114	4703	5576	6190	6079	3553	3655				4959.333333	6
ENSG00000124228	DDX27			6277	5546						5911.5	2
ENSG00000124299	PEPD	3819	4740	5666	3501	3534		2861			4020.166667	6
ENSG00000124302	CHST8	1517		1728	1574						1606.333333	3
ENSG00000124313	IQSEC2		5904		4355					2509	4256	3
ENSG00000124356	STAMBP			5953	5666						5809.5	2
ENSG00000124357	NAGK	3873	3767	4290	4124		4039	1621	2185	2769	3333.5	8
ENSG00000124374	PAIP2B									1187	1187	1
ENSG00000124380	SNRNP27	4732	5663	6107	4537	3456	2966		2820	4407	4336	8
ENSG00000124383	MPHOSPH10	5662	4374	5381	4376			2721			4502.8	5
ENSG00000124406	ATP8A1	3943	1029	2426	1121	1827	2430	2240	542	2260	1979.777778	9
ENSG00000124422	USP22	502	619	289	742	325	452	692	411	259	476.7777778	9
ENSG00000124486	USP9X	3541	4111	3782	4934	3714	4359	3328	2292	3114	3686.111111	9
ENSG00000124507	PACSIN1	583	1026	494	880	930	1621	2354	3111	604	1289.222222	9
ENSG00000124532	MRS2			6815	4597						5706	2
ENSG00000124535	WRNIP1	3651	3538	2500	3028	3172	3168	2735	1885	3363	3004.444444	9
ENSG00000124541	RRP36	4681	3473	3377	5780		4989	2103		4111	4073.428571	7
ENSG00000124562	SNRPC	4714	2911	3494	3660	2858	2284	1635		3725	3160.125	8
ENSG00000124570	SERPINB6	2419	2303	2659	1809	2285	1841	2364	2861	3189	2414.444444	9
ENSG00000124588	NQO2		5528	5488	5415		4394				5206.25	4
ENSG00000124596	OARD1	4178	5630	5237	5730						5193.75	4
ENSG00000124614	RPS10	712	544	968	1706	1532	916	457	1044	1464	1038.111111	9
ENSG00000124659	TBCC		5165		5585		4819				5189.666667	3
ENSG00000124702	KLHDC3	985	2720	1718	2467	2554	2560		2501	1487	2124	8
ENSG00000124733	MEA1	1712	2169	2076	2158	1836	2201	1365	1094	1475	1787.333333	9
ENSG00000124762	CDKN1A			1540		878					1209	2
ENSG00000124766	SOX4	2965	3508	4747	2242			3309			3354.2	5
ENSG00000124767	GLO1	3106	2453	2940	2966	2077	4276	3293	3173	2620	2989.333333	9
ENSG00000124772	CPNE5				3485			3407	211		2367.666667	3
ENSG00000124783	SSR1	3374	3122	6281	3097	2811	2263	2697	2178	4303	3347.333333	9
ENSG00000124784	RIOK1				5929						5929	1
ENSG00000124785	NRN1	1576		1725	857	717	882				1151.4	5
ENSG00000124788	ATXN1	4788		4578							4683	2
ENSG00000124789	NUP153			5406	5935		4662				5334.333333	3
ENSG00000124795	DEK	3811	4028	6298	4143	3734	2673		2367	4726	3972.5	8
ENSG00000124802	EEF1E1	1537	1432	1631	1522	3479	1310	1158	1100	2308	1719.666667	9
ENSG00000124831	LRRFIP1	3993	3588	3772	4176	2341	3575	3011	1831	2985	3252.444444	9
ENSG00000124920	MYRF	2752		3275		195				199	1605.25	4
ENSG00000124942	AHNAK	902	890	1447	805	1037	519	500	593	618	812.3333333	9
ENSG00000125037	EMC3	2991	2523	3500	3296	3196	1638	1974	2852	4118	2898.666667	9
ENSG00000125107	CNOT1	5235		3401	6039					4817	4873	4
ENSG00000125124	BBS2	3480	4897	4458	4733						4392	4
ENSG00000125144	MT1G	221	1007	282	1640	838	735	384	616	2192	879.4444444	9
ENSG00000125148	MT2A	297	112	450	126	178	1680	195	938	1650	625.1111111	9
ENSG00000125166	GOT2	2536	1742	2967	2871	2845	2686		2233	2818	2587.25	8
ENSG00000125249	RAP2A	2134	1813	3890	2116	1492	1809	2157	1495	3037	2215.888889	9
ENSG00000125266	EFNB2	1929	1510	1009	1230		696	766			1190	6
ENSG00000125285	SOX21	4775		5463							5119	2
ENSG00000125304	TM9SF2	2316	1749	1924	1728	2075	1260	2634	1931	1705	1924.666667	9
ENSG00000125351	UPF3B	5517	5609	5007							5377.666667	3
ENSG00000125354	SEPTIN6	1692	1778	1871	2749	2087	1668	2624	991	1289	1861	9
ENSG00000125355	TMEM255A	860	588	933	450	1003	437	298	462	1042	674.7777778	9
ENSG00000125356	NDUFA1	915	1620	1313	3758	672	1199	1355	1060	1653	1505	9
ENSG00000125375	DMAC2L		5335		4858						5096.5	2
ENSG00000125398	SOX9	1615	574	1566	337	1571	3346	1808	1948	2057	1646.888889	9
ENSG00000125445	MRPS7	2805	4394	2634	5109	3026	2763	2413	2561	3026	3192.333333	9
ENSG00000125447	GGA3		5080	4687	4945					4083	4698.75	4
ENSG00000125458	NT5C	3596	3126	4781	3510		2513	879			3067.5	6
ENSG00000125462	C1orf61	660	326	395	208	110	818	171	473	677	426.4444444	9
ENSG00000125484	GTF3C4			4027							4027	1
ENSG00000125503	PPP1R12C	2859	2366	3144	2176	3014	2490	1994	3033		2634.5	8
ENSG00000125505	MBOAT7	438	480	498	735	514	483	672	350	274	493.7777778	9
ENSG00000125510	OPRL1				3830						3830	1
ENSG00000125520	SLC2A4RG	4878	4910	4437	4867			2957			4409.8	5
ENSG00000125534	PPDPF	1427	1268	3304	1853	2180	1703	1549	2308	2233	1980.555556	9
ENSG00000125611	CHCHD5	3615	4274	5956	4684		4069	2817		4900	4330.714286	7
ENSG00000125629	INSIG2	4756	5823	5725			4864	3158			4865.2	5
ENSG00000125648	SLC25A23	4737	3703	6131	5475	1934	4318		1971	2731	3875	8
ENSG00000125651	GTF2F1	5512	4911	5645		3320				3897	4657	5
ENSG00000125652	ALKBH7	4424	3655	5863	3976	3308	4972		3228	2950	4047	8
ENSG00000125656	CLPP	4978	3266	4891	3921		3379			3650	4014.166667	6
ENSG00000125675	GRIA3		2849	4062	2180	1442	3129	1357	789	2177	2248.125	8
ENSG00000125676	THOC2	5642	5632	6423	5271		4751				5543.8	5
ENSG00000125691	RPL23	1390	665	1813	1155	703	748	1025	754	1449	1078	9
ENSG00000125730	C3	1230	1101	1738	909	707	102	1993	773	1800	1150.333333	9
ENSG00000125734	GPR108			6359							6359	1
ENSG00000125740	FOSB			262		2007					1134.5	2
ENSG00000125743	SNRPD2	1132	1020	1276	2478	1220	1055	777	917	814	1187.666667	9
ENSG00000125744	RTN2		5003		3864					2022	3629.666667	3
ENSG00000125746	EML2	4113	2742	5280	2798	2884	3042	838	1095	4932	3080.444444	9
ENSG00000125755	SYMPK	3256	2820	4739	4402		3457	1856			3421.666667	6
ENSG00000125772	GPCPD1			3337	1508						2422.5	2
ENSG00000125775	SDCBP2			3291	5192						4241.5	2
ENSG00000125779	PANK2	4286	4196	5889	4909					3054	4466.8	5
ENSG00000125814	NAPB	161	317	170	287	217	463	561	734	124	337.1111111	9
ENSG00000125817	CENPB	5564		6374		2189	1627			4367	4024.2	5
ENSG00000125818	PSMF1	4679		6310	6190	3919	4974			4981	5175.5	6
ENSG00000125821	DTD1	2042	2032	2791	1786	2252	2050	1675	1092	2375	2010.555556	9
ENSG00000125826	RBCK1	4407	3385	5796	5812			2840			4448	5
ENSG00000125827	TMX4	315	361	292	486	400	413	322	375	222	354	9
ENSG00000125835	SNRPB	3524	2432	4473	3907		3802	1804			3323.666667	6
ENSG00000125841	NRSN2	1422	1579	1233	1617	1929	2359	2975	2469	1467	1894.444444	9
ENSG00000125844	RRBP1	3054		3825	2604						3161	3
ENSG00000125851	PCSK2	402	380	680	563	263	707	303	837	137	474.6666667	9
ENSG00000125863	MKKS	4984	5493	4282	5845		4101			2614	4553.166667	6
ENSG00000125868	DSTN	872	1118	1018	1303	458	372	689	454	597	764.5555556	9
ENSG00000125869	LAMP5	258	88	331	144	146	320	90	23	534	214.8888889	9
ENSG00000125870	SNRPB2	3924	3526	4538	5343		2758	1525		3605	3602.714286	7
ENSG00000125875	TBC1D20			6713							6713	1
ENSG00000125877	ITPA		4578	6923							5750.5	2
ENSG00000125901	MRPS26	1987	1528	2155	3080	3236	1620	1577	2067	2516	2196.222222	9
ENSG00000125931	CITED1	175	189	312	338	545	95	391	132	345	280.2222222	9
ENSG00000125944	HNRNPR	2622	2516	2638	2956	2872	2702	2259	3148	3151	2762.666667	9
ENSG00000125952	MAX		5832	6528		3668					5342.666667	3
ENSG00000125967	NECAB3				5305						5305	1
ENSG00000125968	ID1	1746	931	2423	740	769	1762			2905	1610.857143	7
ENSG00000125970	RALY	4558	5434	6240			4764			4088	5016.8	5
ENSG00000125971	DYNLRB1	541	628	668	895	737	647	829	453	608	667.3333333	9
ENSG00000125977	EIF2S2	4763	4432	6789	4850	2379	2764	1862		4380	4027.375	8
ENSG00000125991	ERGIC3	2567	1920	2135	3536	1693	2511	2443	2860	1985	2405.555556	9
ENSG00000125995	ROMO1	894	1032	1104	1487	1647	1030	396	1212	1789	1176.777778	9
ENSG00000126005	MMP24OS	841	1222	1329	1972	1837	1036	1326	1422	1109	1343.777778	9
ENSG00000126012	KDM5C	4819	3923	3329	5640	3937				4645	4382.166667	6
ENSG00000126016	AMOT	4946		4839						4685	4823.333333	3
ENSG00000126062	TMEM115	4964		5220							5092	2
ENSG00000126067	PSMB2	2355	1329	2517	2359	3550	1552	771	3258	1609	2144.444444	9
ENSG00000126088	UROD	3229	4562	4246	5952	2630	2163		2439	2530	3468.875	8
ENSG00000126091	ST3GAL3		3796	3666	5176			2574			3803	4
ENSG00000126214	KLC1	235	348	227	399	359	470	669	698	224	403.2222222	9
ENSG00000126217	MCF2L	3977	2182	3833	1905	3568	2819	2441	2782	3067	2952.666667	9
ENSG00000126226	PCID2				5892						5892	1
ENSG00000126247	CAPNS1	582	576	600	566	786	301	286	400	350	494.1111111	9
ENSG00000126254	RBM42					3673				4002	3837.5	2
ENSG00000126261	UBA2	3715	2066	2548	2824	3720	2591	1893		3434	2848.875	8
ENSG00000126264	HCST			3097							3097	1
ENSG00000126267	COX6B1	523	1054	440	1161	513	589	908	591	665	716	9
ENSG00000126351	THRA	3292	4380	1903	3255	1734	1526	1934	704	1401	2236.555556	9
ENSG00000126432	PRDX5	478	815	485	898	367	391	632	388	341	532.7777778	9
ENSG00000126457	PRMT1	1723	1674	1482	1598	2357	1368	2001	2584	1811	1844.222222	9
ENSG00000126461	SCAF1	3978	4894	3727	4518		3552	3874		3641	4026.285714	7
ENSG00000126522	ASL		5905	4924	5302						5377	3
ENSG00000126524	SBDS	2304	1474	2943	2343	1437	1550	918	1249	2305	1835.888889	9
ENSG00000126561	STAT5A		2746								2746	1
ENSG00000126581	BECN1	4749	5638	6058	4630	3383	4485			3818	4680.142857	7
ENSG00000126583	PRKCG				1845				195	940	993.3333333	3
ENSG00000126602	TRAP1	2569	1636	3132	3335	3478	2294	2865	3189	2262	2751.111111	9
ENSG00000126653	NSRP1	3699	5828		5404	1545	3390				3973.2	5
ENSG00000126698	DNAJC8	4614	3401	2986	4449	3766	3725	2491	2092	3016	3393.333333	9
ENSG00000126705	AHDC1	3463	4354	3099	3728		2785			4563	3665.333333	6
ENSG00000126709	IFI6	111	262	113	499	342	30	20	49	1199	291.6666667	9
ENSG00000126733	DACH2	1785	1829	1735	1681		1618	1757		1517	1703.142857	7
ENSG00000126749	EMG1			5811							5811	1
ENSG00000126756	UXT	4146	4709	6024			3777			4624	4656	5
ENSG00000126767	ELK1	1104	1220	1142	1241	1622	1076	410		2543	1294.75	8
ENSG00000126768	TIMM17B	4028	2144	4014	3183		4681	3248			3549.666667	6
ENSG00000126773	PCNX4	4188	3944	3455	4136						3930.75	4
ENSG00000126777	KTN1	2399	2266	6250	4013	1176	1266	3471		1615	2807	8
ENSG00000126803	HSPA2	653	1104	651	545	201	157	461	2543	132	716.3333333	9
ENSG00000126821	SGPP1			6430			4726				5578	2
ENSG00000126822	PLEKHG3									1266	1266	1
ENSG00000126858	RHOT1	3068	3763	5822	4792	2571	4269	3854	2618	4989	3971.777778	9
ENSG00000126860	EVI2A	1647		1355	1112	189	262			206	795.1666667	6
ENSG00000126861	OMG	2269	1389	2186	989	1494	2738	3875	1496	2248	2076	9
ENSG00000126870	WDR60			5511							5511	1
ENSG00000126878	AIF1L	2523	301	2143	262					707	1187.2	5
ENSG00000126934	MAP2K2	2828	3448	2913	3021	2921	2475	2586		1886	2759.75	8
ENSG00000126945	HNRNPH2	2131	1856	2422	2219	3923	1597	2647	2261	1861	2324.111111	9
ENSG00000126947	ARMCX1	2579	2387	3005	2779		3462	3605		2195	2858.857143	7
ENSG00000126950	TMEM35A	174	235	294	263	305	386	213	486	232	287.5555556	9
ENSG00000127022	CANX	1141	1642	1034	1368	640	1158	2149	289	1603	1224.888889	9
ENSG00000127054	INTS11	4607	3991	5644	5757		4916	3637			4758.666667	6
ENSG00000127125	PPCS	3410	5308	6888	5351	3395	4592			3578	4646	7
ENSG00000127152	BCL11B								258		258	1
ENSG00000127184	COX7C	250	350	271	406	270	389	170	658	530	366	9
ENSG00000127220	ABHD8	1665	3096	1368	3379	2478	1749	2653	1585	1138	2123.444444	9
ENSG00000127241	MASP1			3388							3388	1
ENSG00000127249	ATP13A4	3116		1338							2227	2
ENSG00000127314	RAP1B	4186	2722	4107	2014	2601	2746	1420	1837	3826	2828.777778	9
ENSG00000127399	LRRC61		4119	3193	5490		2792				3898.5	4
ENSG00000127418	FGFRL1	1486		1188							1337	2
ENSG00000127419	TMEM175	4240	4173	6572	5921					4239	5029	5
ENSG00000127445	PIN1	284	739	328	626	1013	561	1293	497	595	659.5555556	9
ENSG00000127463	EMC1	3975	4507	5543	4296	3489	3741			3763	4187.714286	7
ENSG00000127483	HP1BP3	3508	3272	2984	3856	2675	4422		1655	2310	3085.25	8
ENSG00000127511	SIN3B	1914	2644	2353	2348	1712	1977	1701	2252	1571	2052.444444	9
ENSG00000127526	SLC35E1		5658	6687							6172.5	2
ENSG00000127528	KLF2	1153		1098			3116				1789	3
ENSG00000127540	UQCR11	1192	1643	1780	2787	910	1408	1005	1618	1033	1486.222222	9
ENSG00000127561	SYNGR3	226	314	228	389	397	700	890	335	130	401	9
ENSG00000127585	FBXL16	416	653	381	665	605	631	644	56	395	494	9
ENSG00000127603	MACF1	3477	4144	3562	5177	1786	3260	3660	1142	4068	3364	9
ENSG00000127616	SMARCA4	3365	3876	3733	4029	3535	3860		2737	2222	3419.625	8
ENSG00000127774	EMC6	4172	4516	4828	5848		4409	3153		4714	4520	7
ENSG00000127824	TUBA4A	280	723	277	496	536	703	895	997	215	569.1111111	9
ENSG00000127837	AAMP	2519	3622	2352	3378	3729	2125	2825		3168	2964.75	8
ENSG00000127838	PNKD	2100	4445	2613	5642	2157	3258	2855	2919	3256	3249.444444	9
ENSG00000127863	TNFRSF19			1046							1046	1
ENSG00000127870	RNF6	4869	5577	5093			4119	3958			4723.2	5
ENSG00000127884	ECHS1	2054	2464	2777	5716	1736	3240	2532		2238	2844.625	8
ENSG00000127914	AKAP9	3621	4000	2750	3815	2368	3189	3070	1912	3210	3103.888889	9
ENSG00000127920	GNG11	2489	1168	1985	1167	3992	2780				2263.5	6
ENSG00000127922	SEM1	1918	1442	2464	2793	2893	1335	812	1128	2730	1946.111111	9
ENSG00000127947	PTPN12	5580	3219	3935	4174		4160	3346			4069	6
ENSG00000127948	POR	2144	2044	1688	2627	2585	1586	3143	2168	2814	2311	9
ENSG00000127955	GNAI1	3040	1608	5580	1446	1787	2241	2075	1300	1589	2296.222222	9
ENSG00000127990	SGCE	3349	2116	2679	2465		3862	3604		4333	3201.142857	7
ENSG00000127995	CASD1	1168	791	1163	860	2028	685	1246	669	1978	1176.444444	9
ENSG00000128016	ZFP36	190		116		668					324.6666667	3
ENSG00000128050	PAICS	4787	5950	4531		3735	4869	2904	1507	4070	4044.125	8
ENSG00000128159	TUBGCP6		5940	5044	5479						5487.666667	3
ENSG00000128185	DGCR6L	3324	5383	3974	3900		4003			2395	3829.833333	6
ENSG00000128203	ASPHD2		3290		4394						3842	2
ENSG00000128228	SDF2L1	2582	3109	2578	1846	1540	460	2368		4827	2413.75	8
ENSG00000128242	GAL3ST1									2063	2063	1
ENSG00000128245	YWHAH	81	73	60	74	144	93	278	235	57	121.6666667	9
ENSG00000128266	GNAZ	2510	3826	2669	3083	3442	2422	2777	1641	3346	2857.333333	9
ENSG00000128268	MGAT3		3071	3671	3713	3130	3517			4719	3636.833333	6
ENSG00000128272	ATF4	3682	2081	3505	1367	2371	1709	1802		4451	2621	8
ENSG00000128283	CDC42EP1									495	495	1
ENSG00000128285	MCHR1						789				789	1
ENSG00000128311	TST	5082								4165	4623.5	2
ENSG00000128335	APOL2	2434	4199	3900	4669	2618	2156	1773		3609	3169.75	8
ENSG00000128463	EMC4	2314	1712	1971	2114	1976	1042	1504	1858	2714	1911.666667	9
ENSG00000128482	RNF112		3176		2825					2828	2943	3
ENSG00000128487	SPECC1			6906						4462	5684	2
ENSG00000128512	DOCK4		3589		3057		3886		2214	4766	3502.4	5
ENSG00000128524	ATP6V1F	704	861	601	827	562	629	1444	799	357	753.7777778	9
ENSG00000128534	LSM8		4772	5990	5511		4058	2335			4533.2	5
ENSG00000128563	PRKRIP1			5783	5425						5604	2
ENSG00000128564	VGF	66	68	66	124	209	162	73	306	52	125.1111111	9
ENSG00000128567	PODXL	4713	5708	4950							5123.666667	3
ENSG00000128578	STRIP2				726				109		417.5	2
ENSG00000128581	IFT22	2443	2959	2162	4983		2365	3355		2333	2942.857143	7
ENSG00000128585	MKLN1	5278	5808	4854	5607		4941				5297.6	5
ENSG00000128590	DNAJB9	1787	1875	3597	1871	1319	1337	1599	824	2313	1835.777778	9
ENSG00000128595	CALU	4563	5897	6652	5121	3609				4440	5047	6
ENSG00000128596	CCDC136	2034	1605	1721	2135	1860	2168	1552	1935	1630	1848.888889	9
ENSG00000128607	KLHDC10	1423	2427	2181	3616	1372	2907	3157	1388	1352	2202.555556	9
ENSG00000128609	NDUFA5	469	724	484	811	423	541	1157	1215	692	724	9
ENSG00000128610	FEZF1	77	18	79	22	48	73	15	107	51	54.44444444	9
ENSG00000128626	MRPS12	5433	5208		6137						5592.666667	3
ENSG00000128654	MTX2	2122	1677	2123	1459	2143	1737	2546	2298	2475	2064.444444	9
ENSG00000128656	CHN1	205	274	241	310	324	219	342	148	188	250.1111111	9
ENSG00000128683	GAD1	217	50	195	79	291	136	45	212	90	146.1111111	9
ENSG00000128699	ORMDL1	2324	2484	2212	2482		2318	2062	2078	4414	2546.75	8
ENSG00000128708	HAT1	4815	4677	4381	5700			3551			4624.8	5
ENSG00000128731	HERC2	3784	4464	3248	5683	3750	4144	3130	2466	3274	3771.444444	9
ENSG00000128739	SNRPN	179	293	151	426	150	177	295	422	165	250.8888889	9
ENSG00000128789	PSMG2	4125	3602	5375	4128		4019	1782			3838.5	6
ENSG00000128791	TWSG1			5314							5314	1
ENSG00000128829	EIF2AK4	3868	5824	4680	4122		3609				4420.6	5
ENSG00000128872	TMOD2	1719	1678	1409	1411	1784	2221		1510	1529	1657.625	8
ENSG00000128881	TTBK2	4313	4778	4978	3045	3378	3526		1626	4331	3746.875	8
ENSG00000128891	CCDC32		3959	5500	4595						4684.666667	3
ENSG00000128923	MINDY2		3624		3565	3036	3269			4136	3526	5
ENSG00000128928	IVD	3652	2434	2220	2022	3128	2959	1894		3000	2663.625	8
ENSG00000128951	DUT	1839	1687	2335	2605	2349	1793	533	3002	2800	2104.777778	9
ENSG00000128989	ARPP19	3129	1704	4733	2457	1817	2177	1155	70	2207	2161	9
ENSG00000129003	VPS13C		4923	4645	4117		4779		2785	4825	4345.666667	6
ENSG00000129009	ISLR	262	210	144	87						175.75	4
ENSG00000129055	ANAPC13	2045	1465	2496	2026	2208	1900	2285	1788	1838	2005.666667	9
