input_number	input	input_ensg	ensg_number	ortholog_name	ortholog_ensg	description
5116	Chmp4c	ENSMUSG00000027536	5116.1.1	CHMP4C	ENSG00000164695	charged multivesicular body protein 4C [Source:HGNC Symbol;Acc:HGNC:30599]
5117	Chmp5	ENSMUSG00000028419	5117.1.1	CHMP5	ENSG00000086065	charged multivesicular body protein 5 [Source:HGNC Symbol;Acc:HGNC:26942]
5118	Chmp6	ENSMUSG00000025371	5118.1.1	CHMP6	ENSG00000176108	charged multivesicular body protein 6 [Source:HGNC Symbol;Acc:HGNC:25675]
5119	Chmp7	ENSMUSG00000034190	5119.1.1	CHMP7	ENSG00000147457	charged multivesicular body protein 7 [Source:HGNC Symbol;Acc:HGNC:28439]
5120	Chn1	ENSMUSG00000056486	5120.1.1	CHN1	ENSG00000128656	chimerin 1 [Source:HGNC Symbol;Acc:HGNC:1943]
5122	Chn2	ENSMUSG00000004633	5122.1.1	CHN2	ENSG00000106069	chimerin 2 [Source:HGNC Symbol;Acc:HGNC:1944]
5123	Chodl	ENSMUSG00000022860	5123.1.1	CHODL	ENSG00000154645	chondrolectin [Source:HGNC Symbol;Acc:HGNC:17807]
5124	Chordc1	ENSMUSG00000001774	5124.1.1	CHORDC1	ENSG00000110172	cysteine and histidine rich domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14525]
5125	Chp1	ENSMUSG00000014077	5125.1.1	CHP1	ENSG00000187446	calcineurin like EF-hand protein 1 [Source:HGNC Symbol;Acc:HGNC:17433]
5126	Chp2	ENSMUSG00000030865	5126.1.1	CHP2	ENSG00000166869	calcineurin like EF-hand protein 2 [Source:HGNC Symbol;Acc:HGNC:24927]
5127	Chpf	ENSMUSG00000032997	5127.1.1	CHPF	ENSG00000123989	chondroitin polymerizing factor [Source:HGNC Symbol;Acc:HGNC:24291]
5128	Chpf2	ENSMUSG00000038181	5128.1.1	CHPF2	ENSG00000033100	chondroitin polymerizing factor 2 [Source:HGNC Symbol;Acc:HGNC:29270]
5129	Chpt1	ENSMUSG00000060002	5129.1.1	CHPT1	ENSG00000111666	choline phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:17852]
5130	Chrac1	ENSMUSG00000068391	5130.1.1	CHRAC1	ENSG00000104472	chromatin accessibility complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:13544]
5131	Chrd	ENSMUSG00000006958	5131.1.1	CHRD	ENSG00000090539	chordin [Source:HGNC Symbol;Acc:HGNC:1949]
5132	Chrdl1	ENSMUSG00000031283	5132.1.1	CHRDL1	ENSG00000101938	chordin like 1 [Source:HGNC Symbol;Acc:HGNC:29861]
5133	Chrdl2	ENSMUSG00000030732	5133.1.1	CHRDL2	ENSG00000054938	chordin like 2 [Source:HGNC Symbol;Acc:HGNC:24168]
5134	Chrm1	ENSMUSG00000032773	5134.1.1	CHRM1	ENSG00000168539	cholinergic receptor muscarinic 1 [Source:HGNC Symbol;Acc:HGNC:1950]
5135	Chrm2	ENSMUSG00000045613	5135.1.1	CHRM2	ENSG00000181072	cholinergic receptor muscarinic 2 [Source:HGNC Symbol;Acc:HGNC:1951]
5136	Chrm3	ENSMUSG00000046159	5136.1.1	CHRM3	ENSG00000133019	cholinergic receptor muscarinic 3 [Source:HGNC Symbol;Acc:HGNC:1952]
5137	Chrm4	ENSMUSG00000040495	5137.1.1	CHRM4	ENSG00000180720	cholinergic receptor muscarinic 4 [Source:HGNC Symbol;Acc:HGNC:1953]
5138	Chrm5	ENSMUSG00000074939	5138.1.1	CHRM5	ENSG00000184984	cholinergic receptor muscarinic 5 [Source:HGNC Symbol;Acc:HGNC:1954]
5139	Chrna1	ENSMUSG00000027107	5139.1.1	CHRNA1	ENSG00000138435	cholinergic receptor nicotinic alpha 1 subunit [Source:HGNC Symbol;Acc:HGNC:1955]
5140	Chrna10	ENSMUSG00000066279	5140.1.1	CHRNA10	ENSG00000129749	cholinergic receptor nicotinic alpha 10 subunit [Source:HGNC Symbol;Acc:HGNC:13800]
5141	Chrna2	ENSMUSG00000022041	5141.1.1	CHRNA2	ENSG00000120903	cholinergic receptor nicotinic alpha 2 subunit [Source:HGNC Symbol;Acc:HGNC:1956]
5142	Chrna3	ENSMUSG00000032303	5142.1.1	CHRNA3	ENSG00000080644	cholinergic receptor nicotinic alpha 3 subunit [Source:HGNC Symbol;Acc:HGNC:1957]
5143	Chrna4	ENSMUSG00000027577	5143.1.1	CHRNA4	ENSG00000101204	cholinergic receptor nicotinic alpha 4 subunit [Source:HGNC Symbol;Acc:HGNC:1958]
5144	Chrna5	ENSMUSG00000035594	5144.1.1	CHRNA5	ENSG00000169684	cholinergic receptor nicotinic alpha 5 subunit [Source:HGNC Symbol;Acc:HGNC:1959]
5145	Chrna6	ENSMUSG00000031491	5145.1.1	CHRNA6	ENSG00000147434	cholinergic receptor nicotinic alpha 6 subunit [Source:HGNC Symbol;Acc:HGNC:15963]
5147	Chrna9	ENSMUSG00000029205	5147.1.1	CHRNA9	ENSG00000174343	cholinergic receptor nicotinic alpha 9 subunit [Source:HGNC Symbol;Acc:HGNC:14079]
5148	Chrnb1	ENSMUSG00000041189	5148.1.1	CHRNB1	ENSG00000170175	cholinergic receptor nicotinic beta 1 subunit [Source:HGNC Symbol;Acc:HGNC:1961]
5149	Chrnb2	ENSMUSG00000027950	5149.1.1	CHRNB2	ENSG00000160716	cholinergic receptor nicotinic beta 2 subunit [Source:HGNC Symbol;Acc:HGNC:1962]
5150	Chrnb3	ENSMUSG00000031492	5150.1.1	CHRNB3	ENSG00000147432	cholinergic receptor nicotinic beta 3 subunit [Source:HGNC Symbol;Acc:HGNC:1963]
5151	Chrnb4	ENSMUSG00000035200	5151.1.1	CHRNB4	ENSG00000117971	cholinergic receptor nicotinic beta 4 subunit [Source:HGNC Symbol;Acc:HGNC:1964]
5152	Chrnd	ENSMUSG00000026251	5152.1.1	CHRND	ENSG00000135902	cholinergic receptor nicotinic delta subunit [Source:HGNC Symbol;Acc:HGNC:1965]
5153	Chrne	ENSMUSG00000014609	5153.1.1	CHRNE	ENSG00000108556	cholinergic receptor nicotinic epsilon subunit [Source:HGNC Symbol;Acc:HGNC:1966]
5154	Chrng	ENSMUSG00000026253	5154.1.1	CHRNG	ENSG00000196811	cholinergic receptor nicotinic gamma subunit [Source:HGNC Symbol;Acc:HGNC:1967]
5155	Chst1	ENSMUSG00000027221	5155.1.1	CHST1	ENSG00000175264	carbohydrate sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:1969]
5156	Chst10	ENSMUSG00000026080	5156.1.1	CHST10	ENSG00000115526	carbohydrate sulfotransferase 10 [Source:HGNC Symbol;Acc:HGNC:19650]
5157	Chst11	ENSMUSG00000034612	5157.1.1	CHST11	ENSG00000171310	carbohydrate sulfotransferase 11 [Source:HGNC Symbol;Acc:HGNC:17422]
5158	Chst12	ENSMUSG00000036599	5158.1.1	CHST12	ENSG00000136213	carbohydrate sulfotransferase 12 [Source:HGNC Symbol;Acc:HGNC:17423]
5159	Chst13	ENSMUSG00000056643	5159.1.1	CHST13	ENSG00000180767	carbohydrate sulfotransferase 13 [Source:HGNC Symbol;Acc:HGNC:21755]
5160	Chst14	ENSMUSG00000074916	5160.1.1	CHST14	ENSG00000169105	carbohydrate sulfotransferase 14 [Source:HGNC Symbol;Acc:HGNC:24464]
5161	Chst15	ENSMUSG00000030930	5161.1.1	CHST15	ENSG00000182022	carbohydrate sulfotransferase 15 [Source:HGNC Symbol;Acc:HGNC:18137]
5162	Chst2	ENSMUSG00000033350	5162.1.1	CHST2	ENSG00000175040	carbohydrate sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:1970]
5163	Chst3	ENSMUSG00000057337	5163.1.1	CHST3	ENSG00000122863	carbohydrate sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:1971]
5164	Chst4	ENSMUSG00000035930	5164.1.1	CHST4	ENSG00000140835	carbohydrate sulfotransferase 4 [Source:HGNC Symbol;Acc:HGNC:1972]
5166	Chst7	ENSMUSG00000037347	5166.1.1	CHST7	ENSG00000147119	carbohydrate sulfotransferase 7 [Source:HGNC Symbol;Acc:HGNC:13817]
5167	Chst8	ENSMUSG00000060402	5167.1.1	CHST8	ENSG00000124302	carbohydrate sulfotransferase 8 [Source:HGNC Symbol;Acc:HGNC:15993]
5168	Chst9	ENSMUSG00000047161	5168.1.1	CHST9	ENSG00000154080	carbohydrate sulfotransferase 9 [Source:HGNC Symbol;Acc:HGNC:19898]
5169	Chsy1	ENSMUSG00000032640	5169.1.1	CHSY1	ENSG00000131873	chondroitin sulfate synthase 1 [Source:HGNC Symbol;Acc:HGNC:17198]
5170	Chsy3	ENSMUSG00000058152	5170.1.1	CHSY3	ENSG00000198108	chondroitin sulfate synthase 3 [Source:HGNC Symbol;Acc:HGNC:24293]
5171	Chtf18	ENSMUSG00000019214	5171.1.1	CHTF18	ENSG00000127586	chromosome transmission fidelity factor 18 [Source:HGNC Symbol;Acc:HGNC:18435]
5172	Chtf8	ENSMUSG00000046691	5172.1.1	CHTF8	ENSG00000168802	chromosome transmission fidelity factor 8 [Source:HGNC Symbol;Acc:HGNC:24353]
5173	Chtop	ENSMUSG00000001017	5173.1.1	CHTOP	ENSG00000160679	chromatin target of PRMT1 [Source:HGNC Symbol;Acc:HGNC:24511]
5174	Chuk	ENSMUSG00000025199	5174.1.1	CHUK	ENSG00000213341	component of inhibitor of nuclear factor kappa B kinase complex [Source:HGNC Symbol;Acc:HGNC:1974]
5175	Churc1	ENSMUSG00000090258	5175.1.1	CHURC1	ENSG00000258289	churchill domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20099]
5176	Ciao1	ENSMUSG00000003662	5176.1.1	CIAO1	ENSG00000144021	cytosolic iron-sulfur assembly component 1 [Source:HGNC Symbol;Acc:HGNC:14280]
5177	Ciapin1	ENSMUSG00000031781	5177.1.1	CIAPIN1	ENSG00000005194	cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050]
5178	Ciart	ENSMUSG00000038550	5178.1.1	CIART	ENSG00000159208	circadian associated repressor of transcription [Source:HGNC Symbol;Acc:HGNC:25200]
5179	Cib1	ENSMUSG00000030538	5179.1.1	CIB1	ENSG00000185043	calcium and integrin binding 1 [Source:HGNC Symbol;Acc:HGNC:16920]
5180	Cib2	ENSMUSG00000037493	5180.1.1	CIB2	ENSG00000136425	calcium and integrin binding family member 2 [Source:HGNC Symbol;Acc:HGNC:24579]
5181	Cib3	ENSMUSG00000074240	5181.1.1	CIB3	ENSG00000141977	calcium and integrin binding family member 3 [Source:HGNC Symbol;Acc:HGNC:24580]
5182	Cib4	ENSMUSG00000053194	5182.1.1	CIB4	ENSG00000157884	calcium and integrin binding family member 4 [Source:HGNC Symbol;Acc:HGNC:33703]
5183	Cic	ENSMUSG00000005442	5183.1.1	CIC	ENSG00000079432	capicua transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:14214]
5184	Cidea	ENSMUSG00000024526	5184.1.1	CIDEA	ENSG00000176194	cell death inducing DFFA like effector a [Source:HGNC Symbol;Acc:HGNC:1976]
5185	Cideb	ENSMUSG00000022219	5185.1.1	CIDEB	ENSG00000136305	cell death inducing DFFA like effector b [Source:HGNC Symbol;Acc:HGNC:1977]
5186	Cidec	ENSMUSG00000030278	5186.1.1	CIDEC	ENSG00000187288	cell death inducing DFFA like effector c [Source:HGNC Symbol;Acc:HGNC:24229]
5187	Ciita	ENSMUSG00000022504	5187.1.1	CIITA	ENSG00000179583	class II major histocompatibility complex transactivator [Source:HGNC Symbol;Acc:HGNC:7067]
5188	Cilp	ENSMUSG00000042254	5188.1.1	CILP	ENSG00000138615	cartilage intermediate layer protein [Source:HGNC Symbol;Acc:HGNC:1980]
5189	Cilp2	ENSMUSG00000044006	5189.1.1	CILP2	ENSG00000160161	cartilage intermediate layer protein 2 [Source:HGNC Symbol;Acc:HGNC:24213]
5190	Cinp	ENSMUSG00000021276	5190.1.1	CINP	ENSG00000100865	cyclin dependent kinase 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:23789]
5191	Cipc	ENSMUSG00000034157	5191.1.1	CIPC	ENSG00000198894	CLOCK interacting pacemaker [Source:HGNC Symbol;Acc:HGNC:20365]
5192	Cir1	ENSMUSG00000041777	5192.1.1	CIR1	ENSG00000138433	corepressor interacting with RBPJ, CIR1 [Source:HGNC Symbol;Acc:HGNC:24217]
5193	Cirbp	ENSMUSG00000045193	5193.1.1	CIRBP	ENSG00000099622	cold inducible RNA binding protein [Source:HGNC Symbol;Acc:HGNC:1982]
5195	Cisd1	ENSMUSG00000037710	5195.1.1	CISD1	ENSG00000122873	CDGSH iron sulfur domain 1 [Source:HGNC Symbol;Acc:HGNC:30880]
5196	Cisd2	ENSMUSG00000028165	5196.1.1	CISD2	ENSG00000145354	CDGSH iron sulfur domain 2 [Source:HGNC Symbol;Acc:HGNC:24212]
5197	Cisd3	ENSMUSG00000078695	5197.1.1	CISD3	ENSG00000277972	CDGSH iron sulfur domain 3 [Source:HGNC Symbol;Acc:HGNC:27578]
5198	Cish	ENSMUSG00000032578	5198.1.1	CISH	ENSG00000114737	cytokine inducible SH2 containing protein [Source:HGNC Symbol;Acc:HGNC:1984]
5200	Cit	ENSMUSG00000029516	5200.1.1	CIT	ENSG00000122966	citron rho-interacting serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1985]
5201	Cited1	ENSMUSG00000051159	5201.1.1	CITED1	ENSG00000125931	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1 [Source:HGNC Symbol;Acc:HGNC:1986]
5202	Cited2	ENSMUSG00000039910	5202.1.1	CITED2	ENSG00000164442	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2 [Source:HGNC Symbol;Acc:HGNC:1987]
5203	Cited4	ENSMUSG00000070803	5203.1.1	CITED4	ENSG00000179862	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4 [Source:HGNC Symbol;Acc:HGNC:18696]
5204	Ciz1	ENSMUSG00000039205	5204.1.1	CIZ1	ENSG00000148337	CDKN1A interacting zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:16744]
5207	Ckap2	ENSMUSG00000037725	5207.1.1	CKAP2	ENSG00000136108	cytoskeleton associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1990]
5208	Ckap2l	ENSMUSG00000048327	5208.1.1	CKAP2L	ENSG00000169607	cytoskeleton associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:26877]
5209	Ckap4	ENSMUSG00000046841	5209.1.1	CKAP4	ENSG00000136026	cytoskeleton associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991]
5210	Ckap5	ENSMUSG00000040549	5210.1.1	CKAP5	ENSG00000175216	cytoskeleton associated protein 5 [Source:HGNC Symbol;Acc:HGNC:28959]
5211	Ckb	ENSMUSG00000001270	5211.1.1	CKB	ENSG00000166165	creatine kinase B [Source:HGNC Symbol;Acc:HGNC:1991]
5212	Cklf	ENSMUSG00000054400	5212.1.1	CKLF	ENSG00000217555	chemokine like factor [Source:HGNC Symbol;Acc:HGNC:13253]
5213	Ckm	ENSMUSG00000030399	5213.1.1	CKM	ENSG00000104879	creatine kinase, M-type [Source:HGNC Symbol;Acc:HGNC:1994]
5215	Ckmt2	ENSMUSG00000021622	5215.1.1	CKMT2	ENSG00000131730	creatine kinase, mitochondrial 2 [Source:HGNC Symbol;Acc:HGNC:1996]
5216	Cks1b	ENSMUSG00000028044	5216.1.1	CKS1B	ENSG00000173207	CDC28 protein kinase regulatory subunit 1B [Source:HGNC Symbol;Acc:HGNC:19083]
5218	Cks2	ENSMUSG00000062248	5218.1.1	CKS2	ENSG00000123975	CDC28 protein kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:2000]
5219	Clasp1	ENSMUSG00000064302	5219.1.1	CLASP1	ENSG00000074054	cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088]
5220	Clasp2	ENSMUSG00000033392	5220.1.1	CLASP2	ENSG00000163539	cytoplasmic linker associated protein 2 [Source:HGNC Symbol;Acc:HGNC:17078]
5221	Clasrp	ENSMUSG00000061028	5221.1.1	CLASRP	ENSG00000104859	CLK4 associating serine/arginine rich protein [Source:HGNC Symbol;Acc:HGNC:17731]
5223	Clca2	ENSMUSG00000036960	5223.1.1	CLCA2	ENSG00000137975	chloride channel accessory 2 [Source:HGNC Symbol;Acc:HGNC:2016]
5230	Clcc1	ENSMUSG00000027884	5230.1.1	CLCC1	ENSG00000121940	chloride channel CLIC like 1 [Source:HGNC Symbol;Acc:HGNC:29675]
5231	Clcf1	ENSMUSG00000040663	5231.1.1	CLCF1	ENSG00000175505	cardiotrophin like cytokine factor 1 [Source:HGNC Symbol;Acc:HGNC:17412]
5233	Clcn2	ENSMUSG00000022843	5233.1.1	CLCN2	ENSG00000114859	chloride voltage-gated channel 2 [Source:HGNC Symbol;Acc:HGNC:2020]
5234	Clcn3	ENSMUSG00000004319	5234.1.1	CLCN3	ENSG00000109572	chloride voltage-gated channel 3 [Source:HGNC Symbol;Acc:HGNC:2021]
5236	Clcn5	ENSMUSG00000004317	5236.1.1	CLCN5	ENSG00000171365	chloride voltage-gated channel 5 [Source:HGNC Symbol;Acc:HGNC:2023]
5237	Clcn6	ENSMUSG00000029016	5237.1.1	CLCN6	ENSG00000011021	chloride voltage-gated channel 6 [Source:HGNC Symbol;Acc:HGNC:2024]
5238	Clcn7	ENSMUSG00000036636	5238.1.1	CLCN7	ENSG00000103249	chloride voltage-gated channel 7 [Source:HGNC Symbol;Acc:HGNC:2025]
5241	Cldn1	ENSMUSG00000022512	5241.1.1	CLDN1	ENSG00000163347	claudin 1 [Source:HGNC Symbol;Acc:HGNC:2032]
5242	Cldn10	ENSMUSG00000022132	5242.1.1	CLDN10	ENSG00000134873	claudin 10 [Source:HGNC Symbol;Acc:HGNC:2033]
5243	Cldn11	ENSMUSG00000037625	5243.1.1	CLDN11	ENSG00000013297	claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]
5244	Cldn12	ENSMUSG00000046798	5244.1.1	CLDN12	ENSG00000157224	claudin 12 [Source:HGNC Symbol;Acc:HGNC:2034]
5245	Cldn13	ENSMUSG00000008843	5245.1.1	CLDN4	ENSG00000189143	claudin 4 [Source:HGNC Symbol;Acc:HGNC:2046]
5246	Cldn14	ENSMUSG00000047109	5246.1.1	CLDN14	ENSG00000159261	claudin 14 [Source:HGNC Symbol;Acc:HGNC:2035]
5247	Cldn15	ENSMUSG00000001739	5247.1.1	CLDN15	ENSG00000106404	claudin 15 [Source:HGNC Symbol;Acc:HGNC:2036]
5248	Cldn16	ENSMUSG00000038148	5248.1.1	CLDN16	ENSG00000113946	claudin 16 [Source:HGNC Symbol;Acc:HGNC:2037]
5252	Cldn2	ENSMUSG00000047230	5252.1.1	CLDN2	ENSG00000165376	claudin 2 [Source:HGNC Symbol;Acc:HGNC:2041]
5256	Cldn23	ENSMUSG00000055976	5256.1.1	CLDN23	ENSG00000253958	claudin 23 [Source:HGNC Symbol;Acc:HGNC:17591]
5258	Cldn3	ENSMUSG00000070473	5258.1.1	CLDN3	ENSG00000165215	claudin 3 [Source:HGNC Symbol;Acc:HGNC:2045]
5260	Cldn5	ENSMUSG00000041378	5260.1.1	CLDN5	ENSG00000184113	claudin 5 [Source:HGNC Symbol;Acc:HGNC:2047]
5261	Cldn6	ENSMUSG00000023906	5261.1.1	CLDN6	ENSG00000184697	claudin 6 [Source:HGNC Symbol;Acc:HGNC:2048]
5262	Cldn7	ENSMUSG00000018569	5262.1.1	CLDN7	ENSG00000181885	claudin 7 [Source:HGNC Symbol;Acc:HGNC:2049]
5263	Cldn9	ENSMUSG00000066720	5263.1.1	CLDN9	ENSG00000213937	claudin 9 [Source:HGNC Symbol;Acc:HGNC:2051]
5264	Cldnd1	ENSMUSG00000022744	5264.1.1	CLDND1	ENSG00000080822	claudin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1322]
5265	Cldnd2	ENSMUSG00000038973	5265.1.1	CLDND2	ENSG00000160318	claudin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28511]
5267	Clec11a	ENSMUSG00000004473	5267.1.1	CLEC11A	ENSG00000105472	C-type lectin domain containing 11A [Source:HGNC Symbol;Acc:HGNC:10576]
5269	Clec12b	ENSMUSG00000030158	5269.1.1	CLEC12B	ENSG00000256660	C-type lectin domain family 12 member B [Source:HGNC Symbol;Acc:HGNC:31966]
5270	Clec14a	ENSMUSG00000045930	5270.1.1	CLEC14A	ENSG00000176435	C-type lectin domain containing 14A [Source:HGNC Symbol;Acc:HGNC:19832]
5271	Clec16a	ENSMUSG00000068663	5271.1.1	CLEC16A	ENSG00000038532	C-type lectin domain containing 16A [Source:HGNC Symbol;Acc:HGNC:29013]
5273	Clec1a	ENSMUSG00000033082	5273.1.1	CLEC1A	ENSG00000150048	C-type lectin domain family 1 member A [Source:HGNC Symbol;Acc:HGNC:24355]
5274	Clec1b	ENSMUSG00000030159	5274.1.1	CLEC1B	ENSG00000165682	C-type lectin domain family 1 member B [Source:HGNC Symbol;Acc:HGNC:24356]
5282	Clec2l	ENSMUSG00000079598	5282.1.1	CLEC2L	ENSG00000236279	C-type lectin domain family 2 member L [Source:HGNC Symbol;Acc:HGNC:21969]
5283	Clec3a	ENSMUSG00000008874	5283.1.1	CLEC3A	ENSG00000166509	C-type lectin domain family 3 member A [Source:HGNC Symbol;Acc:HGNC:2052]
5284	Clec3b	ENSMUSG00000025784	5284.1.1	CLEC3B	ENSG00000163815	C-type lectin domain family 3 member B [Source:HGNC Symbol;Acc:HGNC:11891]
5285	Clec4a1	ENSMUSG00000049037	5285.1.1	CLEC4A	ENSG00000111729	C-type lectin domain family 4 member A [Source:HGNC Symbol;Acc:HGNC:13257]
5292	Clec4e	ENSMUSG00000030142	5292.1.1	CLEC4E	ENSG00000166523	C-type lectin domain family 4 member E [Source:HGNC Symbol;Acc:HGNC:14555]
5294	Clec4g	ENSMUSG00000074491	5294.1.1	CLEC4G	ENSG00000182566	C-type lectin domain family 4 member G [Source:HGNC Symbol;Acc:HGNC:24591]
5296	Clec5a	ENSMUSG00000029915	5296.1.1	CLEC5A	ENSG00000258227	C-type lectin domain containing 5A [Source:HGNC Symbol;Acc:HGNC:2054]
5297	Clec7a	ENSMUSG00000079293	5297.1.1	CLEC7A	ENSG00000172243	C-type lectin domain containing 7A [Source:HGNC Symbol;Acc:HGNC:14558]
5298	Clec9a	ENSMUSG00000046080	5298.1.1	CLEC9A	ENSG00000197992	C-type lectin domain containing 9A [Source:HGNC Symbol;Acc:HGNC:26705]
5299	Clgn	ENSMUSG00000002190	5299.1.1	CLGN	ENSG00000153132	calmegin [Source:HGNC Symbol;Acc:HGNC:2060]
5300	Clhc1	ENSMUSG00000020461	5300.1.1	CLHC1	ENSG00000162994	clathrin heavy chain linker domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26453]
5301	Clic1	ENSMUSG00000007041	5301.1.1	CLIC1	ENSG00000213719	chloride intracellular channel 1 [Source:HGNC Symbol;Acc:HGNC:2062]
5302	Clic3	ENSMUSG00000015093	5302.1.1	CLIC3	ENSG00000169583	chloride intracellular channel 3 [Source:HGNC Symbol;Acc:HGNC:2064]
5303	Clic4	ENSMUSG00000037242	5303.1.1	CLIC4	ENSG00000169504	chloride intracellular channel 4 [Source:HGNC Symbol;Acc:HGNC:13518]
5304	Clic5	ENSMUSG00000023959	5304.1.1	CLIC5	ENSG00000112782	chloride intracellular channel 5 [Source:HGNC Symbol;Acc:HGNC:13517]
5305	Clic6	ENSMUSG00000022949	5305.1.1	CLIC6	ENSG00000159212	chloride intracellular channel 6 [Source:HGNC Symbol;Acc:HGNC:2065]
5306	Clint1	ENSMUSG00000006169	5306.1.1	CLINT1	ENSG00000113282	clathrin interactor 1 [Source:HGNC Symbol;Acc:HGNC:23186]
5307	Clip1	ENSMUSG00000049550	5307.1.1	CLIP1	ENSG00000130779	CAP-Gly domain containing linker protein 1 [Source:HGNC Symbol;Acc:HGNC:10461]
5308	Clip2	ENSMUSG00000063146	5308.1.1	CLIP2	ENSG00000106665	CAP-Gly domain containing linker protein 2 [Source:HGNC Symbol;Acc:HGNC:2586]
5309	Clip3	ENSMUSG00000013921	5309.1.1	CLIP3	ENSG00000105270	CAP-Gly domain containing linker protein 3 [Source:HGNC Symbol;Acc:HGNC:24314]
5310	Clip4	ENSMUSG00000024059	5310.1.1	CLIP4	ENSG00000115295	CAP-Gly domain containing linker protein family member 4 [Source:HGNC Symbol;Acc:HGNC:26108]
5311	Clk1	ENSMUSG00000026034	5311.1.1	CLK1	ENSG00000013441	CDC like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2068]
5312	Clk2	ENSMUSG00000068917	5312.1.1	CLK2	ENSG00000176444	CDC like kinase 2 [Source:HGNC Symbol;Acc:HGNC:2069]
5313	Clk3	ENSMUSG00000032316	5313.1.1	CLK3	ENSG00000179335	CDC like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2071]
5314	Clk4	ENSMUSG00000020385	5314.1.1	CLK4	ENSG00000113240	CDC like kinase 4 [Source:HGNC Symbol;Acc:HGNC:13659]
5315	Clmn	ENSMUSG00000021097	5315.1.1	CLMN	ENSG00000165959	calmin [Source:HGNC Symbol;Acc:HGNC:19972]
5316	Clmp	ENSMUSG00000032024	5316.1.1	CLMP	ENSG00000166250	CXADR like membrane protein [Source:HGNC Symbol;Acc:HGNC:24039]
5317	Cln3	ENSMUSG00000030720	5317.1.1	CLN3	ENSG00000188603	CLN3 lysosomal/endosomal transmembrane protein, battenin [Source:HGNC Symbol;Acc:HGNC:2074]
5318	Cln5	ENSMUSG00000022125	5318.1.1	CLN5	ENSG00000102805	CLN5 intracellular trafficking protein [Source:HGNC Symbol;Acc:HGNC:2076]
5319	Cln6	ENSMUSG00000032245	5319.1.1	CLN6	ENSG00000128973	CLN6 transmembrane ER protein [Source:HGNC Symbol;Acc:HGNC:2077]
5320	Cln8	ENSMUSG00000026317	5320.1.1	CLN8	ENSG00000182372	CLN8 transmembrane ER and ERGIC protein [Source:HGNC Symbol;Acc:HGNC:2079]
5321	Clnk	ENSMUSG00000039315	5321.1.1	CLNK	ENSG00000109684	cytokine dependent hematopoietic cell linker [Source:HGNC Symbol;Acc:HGNC:17438]
5323	Clns1a	ENSMUSG00000025439	5323.1.1	CLNS1A	ENSG00000074201	chloride nucleotide-sensitive channel 1A [Source:HGNC Symbol;Acc:HGNC:2080]
5324	Clock	ENSMUSG00000029238	5324.1.1	CLOCK	ENSG00000134852	clock circadian regulator [Source:HGNC Symbol;Acc:HGNC:2082]
5325	Clp1	ENSMUSG00000027079	5325.1.1	CLP1	ENSG00000172409	cleavage factor polyribonucleotide kinase subunit 1 [Source:HGNC Symbol;Acc:HGNC:16999]
5326	Clpb	ENSMUSG00000001829	5326.1.1	CLPB	ENSG00000162129	ClpB family mitochondrial disaggregase [Source:HGNC Symbol;Acc:HGNC:30664]
5327	Clpp	ENSMUSG00000002660	5327.1.1	CLPP	ENSG00000125656	caseinolytic mitochondrial matrix peptidase proteolytic subunit [Source:HGNC Symbol;Acc:HGNC:2084]
5328	Clps	ENSMUSG00000024225	5328.1.1	CLPS	ENSG00000137392	colipase [Source:HGNC Symbol;Acc:HGNC:2085]
5329	Clpsl2	ENSMUSG00000024224	5329.1.1	CLPSL2	ENSG00000196748	colipase like 2 [Source:HGNC Symbol;Acc:HGNC:21250]
5330	Clptm1	ENSMUSG00000002981	5330.1.1	CLPTM1	ENSG00000104853	CLPTM1 regulator of GABA type A receptor forward trafficking [Source:HGNC Symbol;Acc:HGNC:2087]
